PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI PKBR;MATERI LAINNYA;JUMLAH PERTEMUAN;JUMLAH REMAJA HADIR DALAM PERTEMUAN;JUMLAH PERTEMUAN MATERI PKBR OLEH PIK REMAJA;BULAN
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2007;PALATTA;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2008;TAPANGO BARAT;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2009;KURRAK;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2010;BUSSU;1;1;100.00;3;0;3;29;3;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2011;TUTTULA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2012;JAMBU MALEA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2013;KALIMBUA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2014;BANATO REJO;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1001;POLEWALI;2;2;100.00;2;0;2;31;2;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1002;WATTANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1003;SULEWATANG;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1004;LANTORA;1;1;100.00;1;0;1;65;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1005;TAKATIDUNG;2;2;100.00;2;0;2;45;2;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1006;PEKKABATA;3;3;100.00;3;0;3;76;3;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1007;MADATE;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1008;MANDING;1;1;100.00;1;0;1;46;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1009;DARMA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;1001;MATANGNGA;1;1;100.00;1;0;1;28;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2002;LILLI;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2003;RANGOAN;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2004;TAPUA;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2005;MAMBU TAPUA;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2006;BA'BA TAPUA;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2007;KATIMBANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2001;BUNDE;1;1;100.00;1;0;1;14;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2002;KALONDING;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2003;TARAILU;1;1;100.00;1;0;1;18;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2004;SAMPAGA;1;1;100.00;1;0;1;21;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2005;TANAMBUAH;2;1;50.00;1;0;1;18;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2006;SALUBARANA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2007;LOSSO;1;1;100.00;1;0;1;11;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2001;BUNTUMALANGKA;1;1;100.00;1;0;1;28;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2002;RANTEBERAN;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2003;KEBANGA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2004;SALURINDU;1;1;100.00;1;0;1;26;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2005;TAORA;1;1;100.00;1;0;1;32;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2006;KABAE;1;1;100.00;1;0;1;23;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2007;SALUTAMBUN BARAT;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2008;PENATANGAN;1;1;100.00;1;0;1;22;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2009;SALUTAMBUN TIMUR;1;1;100.00;1;0;1;20;1;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2010;SALUTAMBUN;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2011;ARALLE TIMUR;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;1001;MAMBI;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;1002;TALIPUKKI;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2004;RANTEBULAHAN;1;1;100.00;1;0;1;23;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2008;SONDONGLAYU;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2016;SALUBANUA;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2017;TAPALINA;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2019;SENDANA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2024;PAMOSEAN;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2025;SELUMAKA;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2026;BUJUNG MANURUNG;1;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2027;SALU ALO;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2029;INDOBANUA;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMBI;2030;SALUDURIAN;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;2001;TIKKE;1;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;2002;MAKMUR JAYA;1;1;100.00;1;0;1;27;1;FEBRUARI
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;2003;LARIANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;2004;PAJALELE;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;2005;JENGENG RAYA;1;1;100.00;0;1;1;30;0;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;1001;MESSAWA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2002;RIPPUNG;1;1;100.00;1;0;1;12;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2003;MAKUANG;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2004;SEPANG;1;1;100.00;1;0;1;45;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2005;MALIMBONG;1;1;100.00;1;0;1;18;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2006;MATANDE;1;1;100.00;1;0;1;39;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2007;SIPAI;1;1;100.00;1;0;1;9;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2008;PASMA MAMBU;1;1;100.00;1;0;1;32;1;FEBRUARI
SULAWESI BARAT;MAMASA;MESSAWA;2009;TANETE BATU;1;1;100.00;1;0;1;38;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2001;MEHALAAN;1;1;100.00;1;0;1;18;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2002;BOTTENG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2003;SALUKONTA;1;1;100.00;1;0;1;20;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2004;MESAKADA;1;1;100.00;1;0;1;21;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2005;MEHALAAN BARAT;1;1;100.00;1;0;1;0;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2006;SALUAHOK;1;1;100.00;1;0;1;0;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2007;SALUBALO;1;1;100.00;1;0;1;20;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2008;PASSEMBUK;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2009;KONDO;1;1;100.00;1;0;1;11;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2010;LEKO SUKAMAJU;1;1;100.00;1;0;1;13;1;FEBRUARI
SULAWESI BARAT;MAMASA;MEHALAAN;2011;ULUMEA;1;1;100.00;1;0;1;21;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;1001;MAMASA;2;2;100.00;2;0;2;35;2;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2002;RAMBUSARATU;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2003;OSANGO;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2004;LAMBANAN;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2005;LEMBANA SALULO;1;1;100.00;1;0;1;6;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2006;TAUPE;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2007;BUNTU BUDA;1;1;100.00;1;0;1;31;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2008;TONDOK BAKARU;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2009;PEBASSIAN;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2010;MAMBULILING;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2011;BOMBONG LAMBE;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;MAMASA;2012;BUBUN BATU;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;1001;GALUNG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;1002;KASAMBANG;1;1;100.00;0;1;1;25;0;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;1014;DAYANGINNA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2003;OROBATU;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2006;TAKANDEANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2009;BELA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2010;TAAN;2;2;100.00;2;0;2;50;2;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2011;TAMPALANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2012;RANTEDODA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;TAPALANG;2013;KOPEANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;1002;BINANGA;4;4;100.00;4;0;4;114;4;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;1003;MAMUNYU;3;3;100.00;3;0;3;75;3;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;1012;KAREMA;3;3;100.00;3;0;3;109;3;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;1013;RIMUKU;1;1;100.00;1;0;1;45;1;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;2005;BAMBU;2;2;100.00;2;0;2;80;2;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;2006;KARAMPUANG;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;2010;TADUI;1;1;100.00;1;0;1;28;1;FEBRUARI
SULAWESI BARAT;MAMUJU;MAMUJU;2014;BATU PANNU;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2001;BALLA;2;2;100.00;2;0;2;19;2;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2002;BALLA BARAT;1;1;100.00;1;0;1;16;1;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2003;BALLA SATANETEAN;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2004;BALLA TUMUKA;0;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2005;SEPAKUAN;1;1;100.00;1;0;1;5;1;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2006;PIDARA;1;1;100.00;1;0;1;9;1;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2007;BAMBAPUANG;1;1;100.00;1;0;1;14;1;FEBRUARI
SULAWESI BARAT;MAMASA;BALLA;2008;BALLA TIMUR;1;1;100.00;2;0;2;24;2;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2001;MOKALLANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2002;MASOSO;1;1;100.00;1;0;1;20;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2003;SALUASSING;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2004;SALUBULO;1;1;100.00;1;0;1;8;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2005;SALUKADI;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2006;SALUKEPOPOK;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2007;ULUMAMBI BARAT;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2008;LIMBADEBATA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2009;TANETE TOMBA;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2010;BAMBANG;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2011;RANTELEMO;1;1;100.00;1;0;1;20;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2012;SALUDENGEN;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2013;ULUMAMBI;1;1;100.00;1;0;1;5;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2014;BAMBANG TIMUR;1;1;100.00;1;0;1;3;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2015;MINANGA;1;1;100.00;1;0;1;7;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2016;SIKAMASE;1;1;100.00;1;0;1;8;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2017;RANTETARIMA;1;1;100.00;1;0;1;19;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2018;SALURURU;1;1;100.00;1;0;1;17;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2019;SALUTABANG;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;MAMASA;BAMBANG;2020;BALATANA;1;1;100.00;1;0;1;8;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;1001;SINYONYOI;1;1;100.00;1;0;1;20;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;1002;BEBANGA;2;2;100.00;2;0;2;45;2;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;1003;KALUKKU;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;1014;SINYONYOI SELATAN;1;1;100.00;1;0;1;27;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2004;SONDOANG;1;1;100.00;1;0;1;50;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2005;BERU-BERU;1;1;100.00;1;0;1;50;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2006;BELANG BELANG;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2007;KABULOANG;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2008;KEANG;1;1;100.00;2;0;2;6;2;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2009;POKKANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2010;GULILING;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2011;UHAIMATE;1;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2012;KALUKKU BARAT;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUKKU;2013;PAMMULUKANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;1009;PETOOSANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2002;MOMBI;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2003;KALUMAMMANG;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2004;PAO-PAO;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2005;PUPPU URING;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2006;SARAGIAN;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2007;SAYOANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2008;ALU;1;1;100.00;1;0;1;27;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;1001;ANREAPI;1;1;100.00;1;0;1;44;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2002;DUAMPANUA;1;1;100.00;1;0;1;45;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2003;KELAPA DUA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2004;PAPPANDANGAN;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2005;KUNYI;1;1;100.00;1;0;1;26;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;1002;BALANIPA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2001;TAMMAJARRA;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2003;TAMANGGALLE;1;1;100.00;1;0;1;13;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2004;MOSSO;1;1;100.00;1;0;1;10;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2005;GALUNG TULUK;1;1;100.00;1;0;1;12;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2006;SABANG SUBIK;1;1;100.00;1;0;1;60;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2007;PAMBUSUANG;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2008;BALA;1;1;100.00;1;0;1;70;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2009;LAMBANAN;1;1;100.00;1;0;1;67;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2010;LEGO;1;1;100.00;0;1;1;5;0;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2011;PALLIS;1;1;100.00;0;1;1;3;0;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;3;3;100.00;3;0;3;105;3;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;100.00;1;0;1;40;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;100.00;1;0;1;0;1;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;1001;BANGGAE;1;1;100.00;1;0;1;23;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;1003;BARU;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;1007;PANGALI ALI;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;1009;TOTOLI;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;1010;RANGAS;1;1;100.00;1;0;1;160;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;1013;GALUNG;1;1;100.00;1;0;1;24;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;2011;PALIPI SOREANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE;2012;PAMBOBORANG;1;1;100.00;0;1;1;25;0;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;1001;LALAMPANUA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;1002;SIRINDU;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2003;ADOLANG;1;1;100.00;1;0;1;26;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2004;BABABULO;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2005;BONDE;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2006;BETTENG;1;1;100.00;0;1;1;25;0;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2007;SIMBANG;1;0;0.00;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2008;BONDE UTARA;2;2;100.00;2;0;2;54;2;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2009;BABABULO UTARA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2010;BUTTU PAMBOANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2011;BANUA ADOLANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2012;ADOLANG DHUA;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2013;TINAMBUNG;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2014;PESULOANG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;PAMBOANG;2015;BALOMBONG;1;1;100.00;1;0;1;25;1;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2001;ONANG;1;1;100.00;1;0;1;30;1;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2002;TUBO;1;1;100.00;1;0;1;26;1;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2003;ONANG UTARA;1;1;100.00;0;1;1;25;0;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2004;TUBO SELATAN;1;1;100.00;1;0;1;27;1;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2005;BONDE BONDE;3;3;100.00;3;0;3;87;3;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2006;TUBO TENGAH;1;1;100.00;1;0;1;35;1;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2007;TUBO POANG;1;1;100.00;1;0;1;28;1;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2001;KABIRAAN;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2002;SAMBABO;1;1;100.00;1;0;1;15;1;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2003;TANDEALLO;1;1;100.00;1;0;1;15;1;FEBRUARI
