PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI PKBR;MATERI LAINNYA;JUMLAH PERTEMUAN;JUMLAH REMAJA HADIR DALAM PERTEMUAN;JUMLAH PERTEMUAN MATERI PKBR OLEH PIK REMAJA;BULAN
SULAWESI BARAT;MAMUJU;BONEHAU;2003;BUTTUADA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;BONEHAU;2004;TAMALEA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;BONEHAU;2005;LUMIKA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;BONEHAU;2006;MAPPU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;BONEHAU;2009;BANUADA;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;BONEHAU;2010;HINUA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;BONEHAU;2011;KINATANG;1;1;100.00;2;0;2;35;2;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;1001;TARAMANU;1;1;100.00;1;0;1;21;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2002;AMBOPADANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2003;TUBBI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2004;RATTE;1;1;100.00;1;0;1;45;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2005;BESOANGIN;1;1;100.00;1;0;1;11;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2006;PIRIANG TAPIKO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2007;PEBURRU;1;1;100.00;1;0;1;45;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2008;TALOBA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2009;POLLEWANI;1;1;100.00;1;0;1;57;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2010;ARABUA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2011;BESOANGIN UTARA;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2012;PODA;1;1;100.00;1;0;1;68;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2013;TARAMANU TUA;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;1001;TINAMBUNG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2002;KARAMA;1;1;100.00;1;0;1;35;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2003;TANGNGA TANGNGA;2;1;50.00;1;0;1;27;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2004;LEKOPADIS;1;1;100.00;1;0;1;22;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2005;GALUNG LOMBOK;1;1;100.00;1;0;1;100;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2006;TANDUNG;2;2;100.00;2;0;2;50;2;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2007;BATULAYA;1;1;100.00;0;1;1;25;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2008;SEPABATU;1;1;100.00;1;0;1;35;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2001;BUNDE;1;1;100.00;1;0;1;16;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2002;KALONDING;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2003;TARAILU;1;1;100.00;1;0;1;19;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2004;SAMPAGA;1;1;100.00;1;0;1;18;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2005;TANAMBUAH;2;1;50.00;1;0;1;0;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2006;SALUBARANA;1;1;100.00;1;0;1;0;1;MEI
SULAWESI BARAT;MAMUJU;SAMPAGA;2007;LOSSO;1;1;100.00;1;0;1;11;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;1001;GALUNG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;1002;KASAMBANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;1014;DAYANGINNA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2003;OROBATU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2006;TAKANDEANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2009;BELA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2010;TAAN;2;2;100.00;2;0;2;50;2;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2011;TAMPALANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2012;RANTEDODA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;TAPALANG;2013;KOPEANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;1001;MAPILI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2002;UGIBARU;1;1;100.00;1;0;1;35;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2003;RUMPA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2005;KURMA;1;1;100.00;0;1;1;25;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2007;BUKU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2009;BONNE BONNE;1;1;100.00;1;0;1;31;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2011;BEROANGIN;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2015;SEGERANG;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2016;BONRA;1;1;100.00;1;0;1;26;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2017;SATTOKO;1;1;100.00;1;0;1;32;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2018;RAPPANG BARAT;1;1;100.00;1;0;1;37;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2019;LANDI KANUSUANG;1;1;100.00;1;0;1;19;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;1004;BATUPANGA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2001;MAMBU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2002;TENGGELANG;1;1;100.00;1;0;1;13;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2003;BARU;1;1;100.00;0;0;0;0;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2005;PUSSUI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2006;MAPILI BARAT;1;1;100.00;1;0;1;27;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2007;SAMBALI WALI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2008;BATUPANGA DAALA;1;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2009;LUYO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2010;PUSSUI BARAT;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2011;PUCCADI;1;1;100.00;1;0;1;8;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;1001;MATANGNGA;1;1;100.00;0;1;1;30;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2002;LILLI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2003;RANGOAN;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2004;TAPUA;1;1;100.00;0;1;1;45;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2005;MAMBU TAPUA;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2006;BA'BA TAPUA;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2007;KATIMBANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1001;POLEWALI;2;2;100.00;2;0;2;40;2;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1002;WATTANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1003;SULEWATANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1004;LANTORA;1;1;100.00;1;0;1;61;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1005;TAKATIDUNG;2;2;100.00;2;0;2;30;2;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1006;PEKKABATA;3;3;100.00;3;0;3;41;3;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1007;MADATE;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1008;MANDING;1;1;100.00;1;0;1;46;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1009;DARMA;1;1;100.00;1;0;1;56;1;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2001;KALUMPANG;1;1;100.00;1;0;1;19;1;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2003;KARATAUN;1;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2004;KARAMA;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2006;SIRAUN;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2007;TUMOGA;1;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2010;SALUMAKKI;1;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2011;POLIO;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2012;LIMBONG;1;1;100.00;1;0;1;17;1;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2013;SANDAPANG;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2014;KONDO BULO;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2015;MAKKALIKI;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2016;BATU MAKKADA;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KALUMPANG;2017;LASA';0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;1001;PELITAKAN;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2002;TAPANGO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2003;RAPPANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2004;DAKKA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2005;BATU;1;1;100.00;1;0;1;24;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2006;RISO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2007;PALATTA;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2008;TAPANGO BARAT;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2009;KURRAK;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2010;BUSSU;1;1;100.00;1;0;1;10;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2011;TUTTULA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2012;JAMBU MALEA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2013;KALIMBUA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2014;BANATO REJO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2001;PARABU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2002;KENANGAN;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2003;BAJAWALI;1;1;100.00;1;0;1;10;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2004;SINGGANI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2005;KULU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2006;BATU MATORU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;LARIANG;2007;BAMBAKORO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2001;ONANG;1;1;100.00;1;0;1;26;1;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2002;TUBO;1;1;100.00;1;0;1;27;1;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2003;ONANG UTARA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2004;TUBO SELATAN;1;1;100.00;1;0;1;26;1;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2005;BONDE BONDE;3;3;100.00;3;0;3;90;3;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2006;TUBO TENGAH;1;1;100.00;1;0;1;28;1;MEI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2007;TUBO POANG;1;1;100.00;1;0;1;28;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;1001;SUMARORONG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;1002;TABONE;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2003;BATANG URU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2004;SASAKAN;1;1;100.00;1;0;1;32;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2005;TADISI;1;1;100.00;1;0;1;17;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2006;SIBANAWA;1;1;100.00;1;0;1;13;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2007;BATANGNGURU TIMUR;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2008;SALUBALO;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2009;BANEA;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMASA;SUMARORONG;2010;RANTE KAMASE;1;1;100.00;1;0;1;36;1;MEI
SULAWESI BARAT;MAMASA;NOSU;1001;NOSU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMASA;NOSU;2002;MINANGA;1;1;100.00;1;0;1;6;1;MEI
SULAWESI BARAT;MAMASA;NOSU;2003;BATUPAPAN;1;1;100.00;1;0;1;8;1;MEI
SULAWESI BARAT;MAMASA;NOSU;2004;MASEWWE;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMASA;NOSU;2005;SIWI;1;1;100.00;1;0;1;5;1;MEI
SULAWESI BARAT;MAMASA;NOSU;2006;MINANGA TIMUR;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;MAMASA;NOSU;2007;PARINDING;1;1;100.00;1;0;1;10;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2001;BABANA;2;2;100.00;2;0;2;50;2;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2002;LUMU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2003;PONTANAKAYANG;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2004;SALOGATTA;1;1;100.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2005;KIRE;1;1;100.00;1;0;1;35;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2006;TINALI;1;1;100.00;1;0;1;50;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2007;SALUMANURUNG;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2008;PASAPA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2009;BOJO;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2010;BARAKKANG;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2011;LEMBAH HADA;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2001;BUDONG-BUDONG;1;1;100.00;1;0;1;50;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2002;TOPOYO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2003;TUMBU;1;1;100.00;1;0;1;26;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2004;KABUBU;1;1;100.00;0;1;1;25;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2005;WAEPUTEH;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2006;TANGKOU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2007;TABOLANG;1;1;100.00;1;0;1;17;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2008;PARAILI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2009;SALUPANGKANG;1;1;100.00;1;0;1;20;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2010;SALUPANGKANG IV;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2011;TAPPILINA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2012;BAMBAMANURUNG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2013;SALULEKBO;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2014;PANGALLOANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2015;SINABATTA;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;1001;MATAKALI;2;2;100.00;2;0;2;70;2;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2002;PETAMPANUA;1;1;100.00;1;0;1;10;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2003;BARUMBUNG;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2004;PASIANG;2;2;100.00;2;0;2;30;2;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2005;TONROLIMA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2006;INDOMAKKOMBONG;1;1;100.00;1;0;1;37;1;MEI
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2007;BUNGA-BUNGA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;2001;BALA BALAKANG;1;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;2002;BALA-BALAKANG TIMUR;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2001;POLO PANGALE;2;2;100.00;2;0;2;35;2;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2002;PANGALE;1;1;100.00;1;0;1;8;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2003;SARTANAMAJU;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2004;POLO LERENG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2005;KUO;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2006;POLO CAMBA;1;1;100.00;1;0;1;10;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2007;LAMBA-LAMBA;1;1;100.00;1;0;1;13;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2008;KOMBILING;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2009;LEMO-LEMO;1;1;100.00;1;0;1;8;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;2001;BAMBAIRA;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;2002;KASOLOANG;1;1;100.00;1;0;1;20;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;2003;TAMPAURE;0;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;PASANGKAYU;BAMBAIRA;2004;KALUKU NANGKA;1;1;100.00;1;0;1;45;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2001;MAHAHE;2;2;100.00;2;0;2;50;2;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2002;SALOBAJA;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2003;TOBADAK;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2004;PALONGAAN;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2005;BATU PARIGI;1;0;0.00;0;0;0;0;0;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2006;BAMBADARU;1;1;100.00;1;0;1;27;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2007;SEJATI;1;1;100.00;1;0;1;19;1;MEI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2008;SALOADAK;1;1;100.00;1;0;1;47;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;1006;BAMBALAMOTU;2;2;100.00;2;0;2;65;2;MEI
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2003;POLEWALI;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2004;RANDOMAYANG;1;1;100.00;1;0;1;25;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2007;PANGIANG;1;1;100.00;1;0;1;31;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2008;KALOLA;1;1;100.00;1;0;1;40;1;MEI
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2009;WULAI;1;1;100.00;1;0;1;41;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2001;LILIMORI;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2002;KARAVE;1;1;100.00;1;0;1;20;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2003;BUKIT HARAPAN;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2004;KASTABUANA;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2005;SUMBER SARI;1;1;100.00;1;0;1;10;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2006;LELEJAE;1;1;100.00;1;0;1;20;1;MEI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2007;OMPI;1;1;100.00;1;0;1;15;1;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;1001;BARAS;1;1;100.00;1;0;1;26;1;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;2002;BALANTI;1;1;100.00;0;1;1;32;0;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;2003;MOTU;1;1;100.00;1;0;1;27;1;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;2012;BULU PARIGI;1;1;100.00;0;1;1;37;0;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;2013;TOWONI;1;1;100.00;1;0;1;27;1;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;2016;KASANO;1;1;100.00;1;0;1;30;1;MEI
SULAWESI BARAT;PASANGKAYU;BARAS;1001;BARAS;1;1;100.00;1;0;1;27;1;JUNI
SULAWESI BARAT;PASANGKAYU;BARAS;2002;BALANTI;1;1;100.00;1;0;1;35;1;JUNI
SULAWESI BARAT;PASANGKAYU;BARAS;2003;MOTU;1;1;100.00;1;0;1;28;1;JUNI
SULAWESI BARAT;PASANGKAYU;BARAS;2012;BULU PARIGI;1;1;100.00;0;1;1;38;0;JUNI
SULAWESI BARAT;PASANGKAYU;BARAS;2013;TOWONI;1;1;100.00;1;0;1;29;1;JUNI
SULAWESI BARAT;PASANGKAYU;BARAS;2016;KASANO;1;1;100.00;1;0;1;25;1;JUNI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2001;LILIMORI;1;1;100.00;1;0;1;25;1;JUNI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2002;KARAVE;1;1;100.00;1;0;1;25;1;JUNI
SULAWESI BARAT;PASANGKAYU;BULU TABA;2003;BUKIT HARAPAN;1;1;100.00;1;0;1;25;1;JUNI
