;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH PASCASALIN;BERISIKO;TIDAK BERISIKO;MELAHIRKAN NORMAL;MELAHIRKAN CAESAR;KOMPLIKASI SAAT NIFAS;TIDAK KOMPLIKASI SAAT NIFAS;PENDARAHAN;HIPERTENSI;INFEKSI;KOMPLIKASI LAINNYA;MINIMAL 1 HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;TIDAK ADA YANG HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;LAHIR HIDUP SAAT DILAHIRKAN;LAHIR MENINGGAL SAAT DILAHIRKAN;KEADAAN BAYI HIDUP;KEADAAN BAYI MENINGGAL;MENDAPATKAN HIDUP;MENDAPATKAN MENINGGAL;MENGKOMSUMSI YA;TMENGKOMSUMSI TIDAK;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK KIE;MENDAPATKAN FASILITAS RUJUKAN;TIDAK MENDAPAT FASILITAS RUJUKAN;MENDAPATKAN FASILITAS BANSOS;TIDAK MENDAPAT FASILITAS BANSOS
106;SULAWESI BARAT;MAMUJU;KALUMPANG;KARAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;SULAWESI BARAT;MAMUJU;KALUMPANG;SIRAUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;SULAWESI BARAT;MAMUJU;KALUMPANG;TUMOGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
124;SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;16;0;0;10;6;0;16;0;0;0;0;0;0;16;0;16;0;16;0;16;0;16;0;0;0;0;16;0;16
127;SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;3;0;3;0
128;SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;7;0;0;5;2;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;7;0;0;0;0;7;0;7
131;SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;4;0;0;1;3;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;4;0;3;1
132;SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;14;0;0;4;10;0;14;0;0;0;0;0;0;14;0;14;0;14;0;14;0;14;0;0;0;0;14;12;2
133;SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;1;1;2;0
134;SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;7;0;0;4;3;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;7;0;0;0;0;7;2;5
136;SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;0;3
137;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
138;SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;19;0;0;13;6;0;19;0;0;0;0;0;0;19;0;19;0;19;0;19;0;15;0;0;4;0;19;0;19
140;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;7;0;0;3;4;0;7;0;0;0;0;1;0;6;0;6;0;6;1;6;1;7;0;0;0;0;7;1;6
141;SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0
143;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;19;0;0;18;1;0;19;0;0;0;0;0;0;19;0;19;0;19;0;19;0;19;0;0;0;0;19;19;0
146;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;5;0;0;3;2;0;5;0;0;0;0;0;0;5;0;5;0;0;5;0;5;5;0;0;0;5;0;2;3
147;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;2;1;2;1;0;1;2;0;1;2;0;3
150;SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;0;2
152;SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;1;0;3;0;3;1;1;3
155;SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;SULAWESI BARAT;MAMUJU;TOMMO;MALINO;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;1;1
157;SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;SULAWESI BARAT;MAMUJU;TOMMO;LELING;6;0;0;2;4;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;0;6;6;0
159;SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;SULAWESI BARAT;MAJENE;BANGGAE;BANGGAE;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;4;0
165;SULAWESI BARAT;MAJENE;BANGGAE;BARU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;SULAWESI BARAT;MAJENE;BANGGAE;PANGALI ALI;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
167;SULAWESI BARAT;MAJENE;BANGGAE;TOTOLI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;SULAWESI BARAT;MAJENE;BANGGAE;RANGAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;SULAWESI BARAT;MAJENE;BANGGAE;GALUNG;8;0;0;5;3;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;8;0;5;3
170;SULAWESI BARAT;MAJENE;BANGGAE;PALIPI SOREANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
171;SULAWESI BARAT;MAJENE;BANGGAE;PAMBOBORANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;SULAWESI BARAT;MAJENE;MALUNDA;MALUNDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173;SULAWESI BARAT;MAJENE;MALUNDA;LAMUNGANG BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;SULAWESI BARAT;MAJENE;MALUNDA;BAMBANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
176;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;1;1;0;2;0;1;1
178;SULAWESI BARAT;MAJENE;MALUNDA;MALIAYA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
179;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;SULAWESI BARAT;MAJENE;MALUNDA;SALUTAHONGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG TIMUR;8;0;0;5;3;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;0;8;8;0
182;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA SELATAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;SULAWESI BARAT;MAJENE;MALUNDA;KAYUANGIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BAURUNG;16;0;0;15;1;0;16;0;0;0;0;0;0;16;0;16;0;16;0;16;0;15;0;1;0;6;10;16;0
185;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;0;2
186;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA DHUA;13;0;0;8;5;0;13;0;0;0;0;0;0;12;1;12;1;13;0;13;0;12;0;1;0;11;2;9;4
187;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG;15;0;0;10;5;0;15;0;0;0;0;0;0;15;0;15;0;15;0;15;0;15;0;0;0;12;3;13;2
188;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE;7;0;0;5;2;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;6;1;0;0;0;7;5;2
189;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LEMBANG;25;0;0;16;9;1;24;1;0;0;0;0;0;25;0;25;0;25;0;25;0;25;0;0;0;10;15;16;9
190;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG UTARA;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0
191;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE TIMUR;3;0;0;1;2;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;0;3
192;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BUTTU BARUGA;9;0;0;8;1;0;9;0;0;0;0;1;0;8;0;8;0;9;0;9;0;2;0;7;0;8;1;9;0
193;SULAWESI BARAT;MAJENE;PAMBOANG;LALAMPANUA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
194;SULAWESI BARAT;MAJENE;PAMBOANG;SIRINDU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;2;0;0;0;2;2;0
196;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
197;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;SULAWESI BARAT;MAJENE;PAMBOANG;BETTENG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;SULAWESI BARAT;MAJENE;PAMBOANG;SIMBANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE UTARA;19;0;0;15;4;0;19;0;0;0;0;0;0;19;0;19;0;19;0;19;0;5;0;13;1;3;16;19;0
201;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO UTARA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
202;SULAWESI BARAT;MAJENE;PAMBOANG;BUTTU PAMBOANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;SULAWESI BARAT;MAJENE;PAMBOANG;BANUA ADOLANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG DHUA;6;0;0;5;1;0;6;0;0;0;0;1;0;5;0;5;0;6;0;5;1;3;0;2;1;6;0;5;1
205;SULAWESI BARAT;MAJENE;PAMBOANG;TINAMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;SULAWESI BARAT;MAJENE;PAMBOANG;PESULOANG;8;0;0;8;0;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;1;0;7;0;0;8;8;0
207;SULAWESI BARAT;MAJENE;PAMBOANG;BALOMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
208;SULAWESI BARAT;MAJENE;SENDANA;MOSSO;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
209;SULAWESI BARAT;MAJENE;SENDANA;MOSSO DHUA;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;1;1
210;SULAWESI BARAT;MAJENE;SENDANA;TOTOLISI SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;SULAWESI BARAT;MAJENE;SENDANA;LALATEDZONG;8;0;0;7;1;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;5;1;2;0;2;6;5;3
213;SULAWESI BARAT;MAJENE;SENDANA;BINANGA;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;3;0;1;0;0;4;4;0
214;SULAWESI BARAT;MAJENE;SENDANA;PUTTADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;SULAWESI BARAT;MAJENE;SENDANA;PAMINGGALAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;SULAWESI BARAT;MAJENE;SENDANA;LEPPANGANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;SULAWESI BARAT;MAJENE;SENDANA;PUNDAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;SULAWESI BARAT;MAJENE;SENDANA;SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;SULAWESI BARAT;MAJENE;SENDANA;BANUA SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;SULAWESI BARAT;MAJENE;SENDANA;LIMBORO RAMBU-RAMBU;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0
222;SULAWESI BARAT;MAJENE;SENDANA;LIMBUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;SULAWESI BARAT;MAJENE;SENDANA;BUKIT SAMANG;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;2;0
224;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;SEPPONG;8;0;0;8;0;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;0;8;4;4
225;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO;13;0;0;8;5;0;13;0;0;0;0;0;0;12;1;12;1;13;0;13;0;11;1;1;0;5;8;11;2
226;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;ULIDANG;7;0;0;6;1;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;7;0;0;0;0;7;1;6
227;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TALLAMBALAO;14;0;0;13;1;0;14;0;0;0;0;0;0;14;0;14;0;14;0;14;0;11;3;0;0;12;2;4;10
228;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO UTARA;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;4;0
229;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;MANYAMBA;14;0;0;11;3;0;14;0;0;0;0;0;0;14;0;14;0;14;0;14;0;1;0;13;0;1;13;5;9
230;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;AWO;5;0;0;3;2;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;5;0;2;3
231;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG UTARA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
234;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO SELATAN;7;0;0;5;2;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;1;0;6;0;2;5;2;5
235;SULAWESI BARAT;MAJENE;TUBO SENDANA;BONDE BONDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO TENGAH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO POANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;SULAWESI BARAT;MAJENE;ULUMANDA;KABIRAAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;SULAWESI BARAT;MAJENE;ULUMANDA;SAMBABO;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;0
240;SULAWESI BARAT;MAJENE;ULUMANDA;TANDEALLO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;SULAWESI BARAT;MAJENE;ULUMANDA;ULUMANDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;SULAWESI BARAT;MAJENE;ULUMANDA;SALUTAMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;SULAWESI BARAT;MAJENE;ULUMANDA;POPENGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;SULAWESI BARAT;MAJENE;ULUMANDA;SULAI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;SULAWESI BARAT;MAJENE;ULUMANDA;PANGGALO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;SULAWESI BARAT;POLEWALI MANDAR;ALLU;PETOOSANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;SULAWESI BARAT;POLEWALI MANDAR;ALLU;MOMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;SULAWESI BARAT;POLEWALI MANDAR;ALLU;KALUMAMMANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
