PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI PBKR;MATERI KESPRO;MATERI LAINNYA;JUMLAH PERTEMUAN PENYULUHAN;TATAP MUKA;VIRTUAL;JUMLAH KELUARGA ANGGOTA BKR;JUMLAH KELUARGA ANGGOTA BKR HADIR PERTEMUAN;STATUS PUS;STATUS BER-KB;JUMLAH KELUARGA ANGGOTA BKR HADIR PERTEMUAN MATERI PKBR;BULAN
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2005;TANETE PAO;1;1;100.00;1;0;0;1;1;0;35;32;25;22;32;MARET
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2006;PANGASAAN;1;1;100.00;1;0;0;1;0;0;55;54;41;17;54;MARET
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2007;AHU;1;1;100.00;1;0;0;1;1;0;138;27;24;24;27;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;1001;PAPPANG;1;1;100.00;1;0;0;1;1;0;151;110;69;62;110;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2002;LALIKO;1;1;100.00;1;0;0;1;0;0;377;288;188;78;288;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2003;BONDE;1;1;100.00;1;0;0;1;1;0;263;88;51;23;88;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2004;KATUMBANGAN LEMO;1;1;100.00;1;1;0;1;1;0;35;22;12;7;22;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2005;PANYAMPA;1;1;100.00;1;0;0;1;1;0;218;50;34;26;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2006;SURUANG;1;1;100.00;1;0;0;1;1;0;183;83;39;28;83;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2007;LAMPOKO;1;1;100.00;1;1;0;1;1;0;367;84;49;32;84;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2008;KATUMBANGAN;1;1;100.00;1;1;0;1;1;0;52;34;19;13;34;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2009;LAPEO;1;1;100.00;1;1;0;1;1;0;262;29;20;5;29;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2010;PARAPPE;1;1;100.00;1;1;0;1;1;0;386;64;31;24;64;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2011;ONGKO;1;1;100.00;1;1;0;1;1;0;271;53;30;8;53;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2012;KENJE;1;1;100.00;1;1;0;1;1;0;295;195;117;110;195;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2013;SUMARRANG;1;1;100.00;1;0;0;1;1;0;22;21;14;14;21;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2014;BOTTO;1;1;100.00;1;0;0;1;1;0;253;97;61;42;97;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2015;GATTUNGAN;1;1;100.00;1;0;0;1;1;0;194;103;76;36;103;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2016;PADANG TIMUR;1;1;100.00;1;0;0;1;1;0;285;94;56;39;94;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2017;PADANG;1;1;100.00;1;0;0;1;1;0;84;81;36;22;81;MARET
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2018;LAGI-AGI;1;1;100.00;1;0;0;1;1;0;433;96;64;44;96;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2001;BULO;1;1;100.00;1;0;0;1;1;0;60;53;29;20;53;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2002;PULLIWA;1;1;100.00;1;0;0;1;1;0;107;86;66;56;86;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2003;PATAMBANUA;1;1;100.00;1;1;0;1;1;0;129;51;36;34;51;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2004;KAROMBANG;1;1;100.00;1;0;0;1;1;0;50;50;42;30;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2005;DAALA TIMUR;1;1;100.00;1;1;0;1;1;0;50;50;35;32;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2006;LENGGO;1;1;100.00;1;1;0;1;1;0;50;29;18;9;29;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2007;SABURA;1;1;100.00;1;0;0;1;1;0;61;53;39;32;53;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2008;SEPPORRAKI;1;1;100.00;1;1;0;1;1;0;10;50;32;27;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;BULO;2009;IHING;1;1;100.00;1;0;0;1;1;0;91;52;44;23;52;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1001;POLEWALI;1;1;100.00;1;1;0;1;1;0;551;100;67;55;100;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1002;WATTANG;1;1;100.00;1;0;0;1;1;0;411;190;97;46;190;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1003;SULEWATANG;1;1;100.00;1;1;0;1;1;0;406;260;148;94;260;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1004;LANTORA;1;1;100.00;1;1;0;1;1;0;587;104;57;41;104;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1005;TAKATIDUNG;1;1;100.00;1;0;0;1;1;0;610;64;30;18;64;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1006;PEKKABATA;1;1;100.00;0;1;1;1;1;0;351;84;46;30;0;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1007;MADATE;1;1;100.00;1;1;0;1;1;0;422;80;52;28;80;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1008;MANDING;1;1;100.00;1;0;0;1;1;0;401;197;140;78;197;MARET
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1009;DARMA;1;1;100.00;1;0;0;1;1;0;797;541;293;142;541;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;1001;MAPILI;1;1;100.00;1;1;0;1;1;0;250;100;69;33;100;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2002;UGIBARU;1;1;100.00;1;1;0;1;1;0;264;65;45;15;65;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2003;RUMPA;1;1;100.00;0;1;0;1;1;0;253;50;32;15;0;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2005;KURMA;1;1;100.00;1;0;0;1;1;0;309;83;60;45;83;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2007;BUKU;2;1;50.00;1;0;0;1;1;0;117;52;16;12;52;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2009;BONNE BONNE;1;1;100.00;0;1;0;1;1;0;196;35;19;13;0;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2011;BEROANGIN;1;1;100.00;1;1;0;1;1;0;188;130;94;61;130;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2015;SEGERANG;1;1;100.00;1;0;0;1;1;0;150;73;41;33;73;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2016;BONRA;1;1;100.00;0;1;0;1;1;0;286;36;19;11;0;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2017;SATTOKO;1;1;100.00;1;1;0;1;1;0;67;62;45;35;62;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2018;RAPPANG BARAT;1;1;100.00;1;1;0;1;1;0;268;180;118;89;180;MARET
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2019;LANDI KANUSUANG;1;1;100.00;1;1;0;1;1;0;309;97;72;47;97;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;1001;MATAKALI;1;1;100.00;1;1;0;1;1;0;506;93;51;38;93;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2002;PETAMPANUA;1;1;100.00;1;1;0;1;1;0;96;27;19;17;27;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2003;BARUMBUNG;1;1;100.00;1;1;0;1;1;0;437;82;47;30;82;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2004;PASIANG;1;1;100.00;1;0;0;1;1;0;511;96;63;52;96;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2005;TONROLIMA;1;1;100.00;1;0;0;1;1;0;92;26;15;13;26;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2006;INDOMAKKOMBONG;1;1;100.00;1;0;0;1;1;0;485;144;102;80;144;MARET
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2007;BUNGA-BUNGA;1;1;100.00;1;0;0;1;1;0;72;37;28;24;37;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2001;TOABO;1;1;100.00;0;1;0;1;1;0;208;123;79;74;0;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2002;PAPALANG;1;1;100.00;1;0;0;1;1;0;505;107;68;63;107;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2003;BONDA;1;1;100.00;1;0;0;1;1;0;108;93;74;55;93;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2004;TOPORE;1;1;100.00;1;1;0;1;1;0;170;82;54;51;82;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2005;SALUKAYU;1;1;100.00;1;0;0;1;1;0;180;101;74;65;101;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2006;SUKADAMAI;1;1;100.00;1;1;0;1;1;0;81;49;33;31;49;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2007;BODA-BODA;1;1;100.00;1;0;0;1;1;0;170;78;55;52;78;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2008;SISANGO;1;1;100.00;1;0;0;1;1;0;60;22;20;19;22;MARET
SULAWESI BARAT;MAMUJU;PAPALANG;2009;BATU AMPA;1;1;100.00;1;1;0;1;1;0;96;39;24;20;39;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;1001;SIMBORO;1;1;100.00;1;0;0;1;1;0;88;78;56;54;78;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;1002;RANGAS;1;1;100.00;1;0;0;1;1;0;510;80;61;37;80;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;2003;BOTTENG;1;1;100.00;1;0;0;1;1;0;171;80;59;39;80;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;2004;SALETTO;1;1;100.00;1;0;0;1;1;0;100;78;72;53;78;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;2005;SUMARE;1;1;100.00;1;0;0;1;1;0;128;78;63;41;78;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;2007;BOTTENG UTARA;1;1;100.00;1;0;0;1;1;0;208;33;23;20;33;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;2008;TAPANDULLU;1;1;100.00;0;1;0;1;1;0;52;43;29;21;0;MARET
SULAWESI BARAT;MAMUJU;SIMBORO;2009;PATI'DI;1;1;100.00;1;1;0;1;1;0;82;72;51;32;72;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;1001;LIMBORO;1;1;100.00;1;0;0;1;1;0;96;19;12;10;19;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2002;LEMBANG LEMBANG;1;1;100.00;1;0;0;1;1;0;211;34;17;11;34;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2003;TANDASURA;1;1;100.00;1;0;0;1;1;0;166;60;32;25;60;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2004;SAMASUNDU;1;1;100.00;1;0;0;1;1;0;151;50;31;28;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2005;NAPO;1;1;100.00;1;0;0;1;1;0;187;50;20;12;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2006;TODANG TODANG;1;1;100.00;1;0;0;1;1;0;69;39;19;4;39;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2007;PENDULANGAN;1;1;100.00;1;0;0;1;1;0;62;35;19;12;35;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2008;RENGGEANG;1;1;100.00;1;0;0;1;1;0;126;32;19;11;32;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2009;SALARRI;1;1;100.00;1;0;0;1;1;0;97;35;26;14;35;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2010;TANGAN BARU;1;1;100.00;1;0;0;1;1;0;106;30;15;12;30;MARET
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2011;PALECE;1;1;100.00;1;1;0;1;1;0;145;49;24;21;49;MARET
SULAWESI BARAT;MAJENE;SENDANA;1001;MOSSO;1;1;100.00;1;1;0;1;1;0;327;81;44;44;81;MARET
SULAWESI BARAT;MAJENE;SENDANA;1002;MOSSO DHUA;1;1;100.00;1;1;0;1;1;0;222;45;44;30;45;MARET
SULAWESI BARAT;MAJENE;SENDANA;2004;TOTOLISI SENDANA;1;1;100.00;1;1;0;1;1;0;234;65;34;23;65;MARET
SULAWESI BARAT;MAJENE;SENDANA;2007;TALLUBANUA;1;1;100.00;1;1;0;1;1;0;235;84;61;28;84;MARET
SULAWESI BARAT;MAJENE;SENDANA;2015;LALATEDZONG;1;1;100.00;1;1;0;1;1;0;114;44;28;24;44;MARET
SULAWESI BARAT;MAJENE;SENDANA;2016;BINANGA;1;1;100.00;1;1;0;1;1;0;151;34;22;12;34;MARET
SULAWESI BARAT;MAJENE;SENDANA;2017;PUTTADA;1;1;100.00;1;0;0;1;1;0;140;36;22;17;36;MARET
SULAWESI BARAT;MAJENE;SENDANA;2018;PAMINGGALAN;1;1;100.00;1;0;0;1;1;0;77;28;24;8;28;MARET
SULAWESI BARAT;MAJENE;SENDANA;2019;LEPPANGANG;1;1;100.00;1;0;0;2;1;0;127;31;26;17;31;MARET
SULAWESI BARAT;MAJENE;SENDANA;2020;PUNDAU;1;1;100.00;1;1;0;1;1;0;138;32;26;11;32;MARET
SULAWESI BARAT;MAJENE;SENDANA;2021;SENDANA;1;1;100.00;1;1;0;1;1;0;174;65;47;30;65;MARET
SULAWESI BARAT;MAJENE;SENDANA;2022;BANUA SENDANA;1;1;100.00;1;0;0;1;1;0;80;45;44;43;45;MARET
SULAWESI BARAT;MAJENE;SENDANA;2023;TALLUBANUA UTARA;1;1;100.00;1;1;0;1;1;0;129;87;61;49;87;MARET
SULAWESI BARAT;MAJENE;SENDANA;2024;LIMBORO RAMBU- RAMBU;1;1;100.00;1;1;0;1;1;0;141;50;39;28;50;MARET
SULAWESI BARAT;MAJENE;SENDANA;2025;LIMBUA;1;1;100.00;1;1;0;1;1;0;273;81;35;17;81;MARET
SULAWESI BARAT;MAJENE;SENDANA;2026;BUKIT SAMANG;1;1;100.00;1;1;0;1;1;0;247;53;30;15;53;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;1001;LALAMPANUA;1;1;100.00;0;1;0;1;1;0;130;122;68;45;0;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;1002;SIRINDU;1;1;100.00;1;1;0;1;1;0;197;110;60;42;110;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2003;ADOLANG;1;1;100.00;1;1;0;1;1;0;82;73;40;34;73;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2004;BABABULO;1;1;100.00;1;0;0;1;1;0;175;72;57;37;72;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2005;BONDE;1;1;100.00;1;1;0;1;1;0;217;167;114;86;167;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2006;BETTENG;1;1;100.00;1;1;0;1;1;0;118;83;43;25;83;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2007;SIMBANG;1;1;100.00;1;1;0;1;1;0;51;38;20;10;38;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2008;BONDE UTARA;1;1;100.00;1;1;0;1;1;0;350;287;205;179;287;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2009;BABABULO UTARA;1;1;100.00;1;1;0;1;1;0;115;98;75;47;98;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2010;BUTTU PAMBOANG;1;1;100.00;0;1;1;1;1;0;108;62;38;29;0;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2011;BANUA ADOLANG;1;1;100.00;1;1;0;1;1;0;106;70;43;37;70;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2012;ADOLANG DHUA;1;1;100.00;0;1;1;1;1;0;87;65;37;25;0;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2013;TINAMBUNG;1;1;100.00;1;1;0;1;1;0;150;116;64;53;116;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2014;PESULOANG;1;1;100.00;1;0;0;1;1;0;131;56;28;26;56;MARET
SULAWESI BARAT;MAJENE;PAMBOANG;2015;BALOMBONG;1;1;100.00;1;1;0;1;1;0;93;62;29;23;62;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1001;BAURUNG;1;1;100.00;1;1;0;1;1;0;226;88;63;35;88;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1002;BARUGA;1;1;100.00;1;1;0;1;1;0;85;40;25;18;40;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1003;BARUGA DHUA;1;1;100.00;1;1;0;1;1;0;120;65;36;28;65;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1004;LABUANG;1;1;100.00;1;1;0;1;1;0;116;97;50;33;97;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1005;TANDE;1;1;100.00;0;1;0;1;1;0;73;50;39;32;0;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1006;LEMBANG;1;1;100.00;1;1;0;1;1;0;332;90;65;42;90;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1007;LABUANG UTARA;1;1;100.00;1;0;0;1;1;0;95;81;57;32;81;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1008;TANDE TIMUR;1;1;100.00;1;1;0;1;1;0;70;29;29;29;29;MARET
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;2009;BUTTU BARUGA;1;1;100.00;1;1;0;1;1;0;92;36;25;15;36;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2001;KABIRAAN;1;1;100.00;1;1;0;1;1;0;147;31;21;16;31;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2002;SAMBABO;1;1;100.00;1;0;0;1;1;0;102;25;12;11;25;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2003;TANDEALLO;1;1;100.00;1;1;0;1;1;0;128;21;15;10;21;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2004;ULUMANDA;1;1;100.00;1;1;0;1;1;0;142;50;34;27;50;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2005;SALUTAMBUNG;1;1;100.00;1;1;0;1;1;0;85;25;23;18;25;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2006;POPENGA;1;1;100.00;1;1;0;1;1;0;35;25;13;9;25;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2007;SULAI;1;1;100.00;1;1;0;1;1;0;125;51;27;23;51;MARET
SULAWESI BARAT;MAJENE;ULUMANDA;2008;PANGGALO;1;1;100.00;1;0;0;1;1;0;140;18;13;10;18;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2001;ONANG;1;1;100.00;1;1;0;1;1;0;428;83;53;40;83;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2002;TUBO;1;1;100.00;1;0;0;1;1;0;50;43;28;24;43;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2003;ONANG UTARA;1;1;100.00;1;1;0;1;1;0;100;40;31;22;40;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2004;TUBO SELATAN;1;1;100.00;1;1;0;1;1;0;105;51;34;25;51;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2005;BONDE BONDE;1;1;100.00;1;1;0;1;1;0;111;60;43;35;60;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2006;TUBO TENGAH;1;1;100.00;1;0;0;1;1;0;66;53;32;23;53;MARET
SULAWESI BARAT;MAJENE;TUBO SENDANA;2007;TUBO POANG;1;1;100.00;1;1;0;1;1;0;60;50;31;26;50;MARET
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;1001;ANREAPI;1;1;100.00;1;0;0;1;1;0;225;74;40;33;74;MARET
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2002;DUAMPANUA;1;1;100.00;1;0;0;1;1;0;407;214;124;90;214;MARET
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2003;KELAPA DUA;1;1;100.00;1;1;0;1;1;0;223;197;122;102;197;MARET
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2004;PAPPANDANGAN;1;1;100.00;1;1;0;1;1;0;169;165;109;98;165;MARET
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2005;KUNYI;1;1;100.00;1;0;0;1;1;0;325;151;101;95;151;MARET
SULAWESI BARAT;MAJENE;MALUNDA;1001;MALUNDA;1;1;100.00;1;0;0;1;1;0;223;88;66;64;88;MARET
SULAWESI BARAT;MAJENE;MALUNDA;1015;LAMUNGANG BATU;1;1;100.00;1;1;0;1;1;0;101;95;64;31;95;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2002;BAMBANGAN;1;1;100.00;1;0;0;1;1;0;134;50;46;28;50;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2004;LOMBANG;1;1;100.00;1;1;0;1;1;0;182;42;36;27;42;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2005;LOMBONG;1;1;100.00;1;0;0;1;1;0;107;85;50;49;85;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2006;MEKKATTA;1;1;100.00;1;0;0;1;1;0;98;84;59;57;84;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2010;MALIAYA;1;1;100.00;1;0;0;1;1;0;194;68;43;20;68;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2011;LOMBANG TIMUR;1;1;100.00;1;0;0;1;1;0;92;41;32;31;41;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2012;SALUTAHONGAN;1;1;100.00;1;1;0;1;1;0;70;55;39;26;55;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2013;LOMBONG TIMUR;1;1;100.00;1;1;0;1;1;0;117;74;63;60;74;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2014;MEKKATTA SELATAN;1;1;100.00;1;0;0;1;1;0;97;50;36;28;50;MARET
SULAWESI BARAT;MAJENE;MALUNDA;2016;KAYUANGIN;1;1;100.00;1;1;0;1;1;0;200;34;18;14;34;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;1009;PETOOSANG;1;1;100.00;1;1;0;1;1;0;140;64;20;16;64;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2002;MOMBI;1;1;100.00;1;1;0;1;1;0;216;124;59;39;124;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2003;KALUMAMMANG;1;1;100.00;1;0;0;1;1;0;152;34;17;10;34;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2004;PAO-PAO;1;1;100.00;0;1;0;1;1;0;193;43;28;21;0;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2005;PUPPU URING;1;1;100.00;1;1;0;1;1;0;50;32;23;21;32;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2006;SARAGIAN;1;1;100.00;1;0;0;1;1;0;176;61;36;26;61;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2007;SAYOANG;1;1;100.00;1;1;0;1;1;0;51;43;30;12;43;MARET
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2008;ALU;1;1;100.00;1;1;0;1;1;0;59;46;26;19;46;MARET
SULAWESI BARAT;MAJENE;BANGGAE;1001;BANGGAE;1;1;100.00;1;1;0;1;1;0;373;30;16;12;30;MARET
SULAWESI BARAT;MAJENE;BANGGAE;1003;BARU;1;1;100.00;1;1;0;1;1;0;450;80;59;47;80;MARET
SULAWESI BARAT;MAJENE;BANGGAE;1007;PANGALI ALI;1;1;100.00;1;1;0;1;1;0;907;150;86;67;150;MARET
SULAWESI BARAT;MAJENE;BANGGAE;1009;TOTOLI;1;1;100.00;1;1;0;1;1;0;453;80;56;38;80;MARET
SULAWESI BARAT;MAJENE;BANGGAE;1010;RANGAS;1;1;100.00;1;1;0;1;1;0;731;202;132;112;202;MARET
SULAWESI BARAT;MAJENE;BANGGAE;1013;GALUNG;1;1;100.00;1;0;0;1;1;0;289;45;22;13;45;MARET
SULAWESI BARAT;MAJENE;BANGGAE;2011;PALIPI SOREANG;1;1;100.00;1;0;0;1;1;0;197;81;62;58;81;MARET
SULAWESI BARAT;MAJENE;BANGGAE;2012;PAMBOBORANG;1;1;100.00;1;1;0;1;1;0;219;70;44;35;70;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;100.00;0;1;0;1;1;0;383;74;61;61;0;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;100.00;1;0;0;1;1;0;500;149;102;79;149;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;1;1;100.00;1;1;0;1;1;0;296;58;34;34;58;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;100.00;1;0;0;1;1;0;291;95;72;38;95;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;100.00;1;0;0;1;1;0;350;143;91;51;143;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;1;100.00;1;0;0;1;1;0;599;80;43;24;80;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;100.00;1;0;0;1;1;0;176;53;39;34;53;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;100.00;1;1;0;1;1;0;135;39;30;20;39;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;100.00;1;1;0;1;1;0;145;31;21;11;31;MARET
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;100.00;1;0;0;1;1;0;320;91;49;41;91;MARET
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;1006;BAMBALAMOTU;1;1;100.00;1;0;0;1;1;0;150;63;46;31;63;MARET
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2003;POLEWALI;1;1;100.00;1;1;0;1;1;0;241;100;68;65;100;MARET
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2004;RANDOMAYANG;1;1;100.00;1;0;0;1;1;0;156;31;19;17;31;MARET
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2007;PANGIANG;1;1;100.00;1;0;0;1;1;0;153;33;22;21;33;MARET
SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;2008;KALOLA;2;2;100.00;2;0;0;2;2;0;310;73;52;42;73;MARET
