PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI PBKR;MATERI KESPRO;MATERI LAINNYA;JUMLAH PERTEMUAN PENYULUHAN;TATAP MUKA;VIRTUAL;JUMLAH KELUARGA ANGGOTA BKR;JUMLAH KELUARGA ANGGOTA BKR HADIR PERTEMUAN;STATUS PUS;STATUS BER-KB;JUMLAH KELUARGA ANGGOTA BKR HADIR PERTEMUAN MATERI PKBR;BULAN
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;1001;TINAMBUNG;1;1;100.00;1;1;0;1;1;0;210;109;50;27;109;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2002;KARAMA;1;1;100.00;1;1;0;1;1;0;211;128;77;56;128;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2003;TANGNGA TANGNGA;1;1;100.00;1;1;0;1;1;0;173;152;85;51;152;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2004;LEKOPADIS;1;1;100.00;1;0;0;1;1;0;110;87;51;26;87;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2005;GALUNG LOMBOK;1;1;100.00;1;1;0;1;1;0;220;188;107;61;188;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2006;TANDUNG;1;1;100.00;1;1;0;1;1;0;135;99;65;35;99;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2007;BATULAYA;1;1;100.00;1;1;0;1;1;0;89;44;24;11;44;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2008;SEPABATU;1;1;100.00;1;0;0;1;1;0;327;109;53;26;109;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2001;BONEHAU;1;1;100.00;1;1;0;1;1;0;116;46;32;19;46;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2002;SALUTIWO;1;1;100.00;1;1;0;1;1;0;80;74;48;40;74;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2003;BUTTUADA;1;1;100.00;1;0;0;1;1;0;70;15;14;12;15;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2004;TAMALEA;1;1;100.00;1;1;0;1;1;0;31;25;15;14;25;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2005;LUMIKA;1;1;100.00;1;1;0;1;1;0;85;80;62;56;80;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2006;MAPPU;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2009;BANUADA;1;1;100.00;1;0;0;1;1;0;43;23;11;9;23;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2010;HINUA;1;1;100.00;1;0;1;1;1;0;43;22;14;12;22;JUNI
SULAWESI BARAT;MAMUJU;BONEHAU;2011;KINATANG;1;1;100.00;0;1;0;1;1;0;50;22;19;18;0;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;1001;SINYONYOI;1;1;100.00;1;1;0;1;1;0;266;26;19;16;26;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;1002;BEBANGA;1;1;100.00;1;1;0;1;1;0;120;60;44;40;60;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;1003;KALUKKU;1;1;100.00;1;1;0;1;1;0;288;10;10;10;10;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;1014;SINYONYOI SELATAN;1;1;100.00;1;1;0;1;1;0;302;81;46;31;81;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2004;SONDOANG;1;1;100.00;1;1;0;1;1;0;85;10;8;8;10;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2005;BERU-BERU;1;1;100.00;1;1;0;1;1;1;130;10;6;6;10;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2006;BELANG BELANG;1;1;100.00;1;1;0;1;1;0;336;78;57;41;78;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2007;KABULOANG;1;1;100.00;1;1;0;1;1;0;302;55;38;35;55;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2008;KEANG;1;1;100.00;1;1;0;1;1;0;8;5;0;0;5;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2009;POKKANG;1;1;100.00;1;0;0;1;1;0;208;41;17;16;41;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2010;GULILING;1;1;100.00;1;1;0;1;1;0;185;45;21;17;45;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2011;UHAIMATE;1;1;100.00;1;1;0;1;1;0;75;14;11;9;14;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2012;KALUKKU BARAT;1;1;100.00;1;1;0;1;1;0;121;59;33;26;59;JUNI
SULAWESI BARAT;MAMUJU;KALUKKU;2013;PAMMULUKANG;1;1;100.00;1;1;0;1;1;0;182;32;29;22;32;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2001;KALUMPANG;1;1;100.00;1;0;0;1;1;0;45;25;20;18;25;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2003;KARATAUN;1;1;100.00;1;1;0;1;1;0;80;35;23;19;35;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2004;KARAMA;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2006;SIRAUN;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2007;TUMOGA;1;1;100.00;1;0;0;1;1;0;30;10;9;6;10;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2010;SALUMAKKI;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2011;POLIO;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2012;LIMBONG;1;1;100.00;1;0;0;1;1;0;49;19;16;13;19;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2013;SANDAPANG;1;0;0.00;0;0;0;0;0;0;41;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2014;KONDO BULO;1;1;100.00;1;0;0;1;1;0;80;28;20;11;28;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2015;MAKKALIKI;1;1;100.00;1;0;0;1;1;0;47;26;18;14;26;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2016;BATU MAKKADA;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;MAMUJU;KALUMPANG;2017;LASA';0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;1001;PELITAKAN;1;1;100.00;0;1;0;1;1;0;155;135;82;57;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2002;TAPANGO;1;1;100.00;0;1;0;1;1;0;232;150;99;49;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2003;RAPPANG;1;1;100.00;1;0;0;1;1;0;235;51;34;21;51;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2004;DAKKA;1;1;100.00;2;0;0;2;2;0;182;33;23;16;33;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2005;BATU;1;1;100.00;1;0;0;1;1;0;245;55;43;42;55;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2006;RISO;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2007;PALATTA;1;1;100.00;1;0;0;1;1;0;276;11;8;7;11;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2008;TAPANGO BARAT;1;1;100.00;1;0;0;1;1;0;169;30;20;9;30;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2009;KURRAK;1;1;100.00;1;0;0;1;1;0;119;0;0;0;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2010;BUSSU;1;1;100.00;1;1;0;1;1;0;140;24;16;14;24;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2011;TUTTULA;1;1;100.00;0;1;0;1;1;0;100;88;66;44;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2012;JAMBU MALEA;1;1;100.00;1;0;0;1;1;0;179;30;21;14;30;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2013;KALIMBUA;1;1;100.00;1;0;0;1;1;0;170;10;7;7;10;JUNI
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2014;BANATO REJO;1;1;100.00;0;1;0;1;1;0;233;167;119;98;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;1004;BATUPANGA;1;1;100.00;1;0;0;1;1;0;82;52;35;30;52;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2001;MAMBU;1;1;100.00;1;0;0;1;1;0;253;35;23;16;35;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2002;TENGGELANG;1;1;100.00;1;0;0;1;1;0;351;48;43;36;48;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2003;BARU;1;1;100.00;1;0;0;1;1;0;477;71;39;22;71;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2005;PUSSUI;1;1;100.00;1;0;0;1;1;0;50;5;1;1;5;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2006;MAPILI BARAT;1;1;100.00;1;1;0;1;1;0;381;36;16;16;36;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2007;SAMBALI WALI;1;1;100.00;1;0;1;1;1;0;266;5;4;3;5;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2008;BATUPANGA DAALA;1;1;100.00;1;0;0;1;1;0;307;10;8;6;10;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2009;LUYO;1;1;100.00;1;1;0;1;1;0;236;10;8;6;10;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2010;PUSSUI BARAT;1;1;100.00;1;0;0;1;1;0;32;28;23;14;28;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2011;PUCCADI;1;1;100.00;1;0;0;1;1;0;253;41;27;21;41;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;1001;MAPILI;1;1;100.00;1;1;0;1;1;0;250;25;22;15;25;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2002;UGIBARU;1;1;100.00;1;1;0;1;1;0;264;231;136;107;231;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2003;RUMPA;1;1;100.00;1;0;0;1;1;0;253;204;108;48;204;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2005;KURMA;1;1;100.00;1;0;1;1;1;0;309;15;8;7;15;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2007;BUKU;2;1;50.00;1;1;0;1;1;0;117;50;16;13;50;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2009;BONNE BONNE;1;1;100.00;0;1;0;1;1;0;196;36;19;16;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2011;BEROANGIN;1;1;100.00;1;1;0;1;1;0;188;25;23;15;25;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2015;SEGERANG;1;1;100.00;1;1;0;1;1;0;150;34;13;10;34;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2016;BONRA;1;1;100.00;1;1;0;1;1;0;286;57;26;17;57;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2017;SATTOKO;1;1;100.00;1;1;0;1;1;0;67;45;31;26;45;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2018;RAPPANG BARAT;1;1;100.00;1;1;0;1;1;0;268;51;34;25;51;JUNI
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2019;LANDI KANUSUANG;1;1;100.00;1;1;0;1;1;0;309;36;25;18;36;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2001;BUNDE;1;1;100.00;1;1;0;1;1;0;50;22;13;10;22;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2002;KALONDING;1;1;100.00;1;1;0;1;1;0;101;10;7;6;10;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2003;TARAILU;1;1;100.00;1;1;0;1;1;0;81;23;16;11;23;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2004;SAMPAGA;1;1;100.00;1;0;0;1;1;0;108;23;13;11;23;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2005;TANAMBUAH;1;1;100.00;1;0;0;1;1;0;71;29;20;16;29;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2006;SALUBARANA;1;1;100.00;1;1;0;1;1;0;32;25;16;12;25;JUNI
SULAWESI BARAT;MAMUJU;SAMPAGA;2007;LOSSO;1;1;100.00;1;0;0;1;1;0;60;16;13;13;16;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;1001;GALUNG;1;1;100.00;1;1;0;1;1;0;200;12;7;6;12;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;1002;KASAMBANG;1;1;100.00;1;1;0;1;1;0;269;13;11;10;13;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;1014;DAYANGINNA;1;1;100.00;0;1;0;1;1;0;162;12;10;7;0;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2003;OROBATU;1;1;100.00;0;1;0;1;1;0;110;8;5;2;0;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2006;TAKANDEANG;1;1;100.00;1;1;0;1;1;0;86;11;4;4;11;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2009;BELA;1;1;100.00;1;0;0;1;1;0;66;10;8;7;10;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2010;TAAN;1;1;100.00;0;1;0;1;1;0;76;11;9;8;0;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2011;TAMPALANG;1;1;100.00;1;1;0;1;1;0;265;13;9;9;13;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2012;RANTEDODA;1;1;100.00;1;1;0;1;1;0;135;12;5;5;12;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG;2013;KOPEANG;1;1;100.00;0;1;0;1;1;0;83;13;9;5;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;1001;SIDODADI;1;1;100.00;1;0;0;1;1;0;611;476;261;145;476;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2002;SIDOREJO;1;1;100.00;1;1;0;1;1;0;439;25;16;10;25;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2003;SUMBEREJO;1;1;100.00;1;1;0;1;1;0;468;41;33;23;41;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2004;BUMIAYU;1;1;100.00;1;1;0;1;1;0;345;71;58;49;71;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2005;KEBUNSARI;1;1;100.00;1;1;0;1;1;0;208;16;14;14;16;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2006;BANUA BARU;1;1;100.00;1;0;0;1;1;0;192;110;52;37;110;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2007;NEPO;1;1;100.00;0;1;0;1;1;0;256;12;12;10;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2008;SUGIHWARAS;1;1;100.00;1;1;0;1;1;0;539;11;6;5;11;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2009;CAMPURJO;1;1;100.00;1;0;0;1;1;0;249;18;15;10;18;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2010;BUMIMULYO;1;1;100.00;1;1;0;1;1;0;163;52;39;30;52;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2011;TUMPILING;1;1;100.00;1;1;0;1;1;0;256;160;89;53;160;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2012;BAKKA-BAKKA;1;1;100.00;1;0;0;1;1;0;172;50;32;26;50;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2013;ARJO SARI;1;1;100.00;0;1;0;1;1;0;136;118;82;63;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2014;GALESON;1;1;100.00;1;1;0;1;1;0;266;76;55;34;76;JUNI
SULAWESI BARAT;MAMASA;MAMASA;1001;MAMASA;1;1;100.00;1;1;0;1;1;0;260;43;22;18;43;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2002;RAMBUSARATU;1;1;100.00;1;1;0;1;1;0;20;18;11;11;18;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2003;OSANGO;1;1;100.00;1;1;0;1;1;0;257;29;21;20;29;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2004;LAMBANAN;1;1;100.00;1;1;0;1;1;0;40;39;24;23;39;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2005;LEMBANA SALULO;1;1;100.00;1;0;0;1;1;0;20;19;12;9;19;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2006;TAUPE;1;1;100.00;1;1;0;1;1;0;137;23;14;11;23;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2007;BUNTU BUDA;1;1;100.00;1;1;0;1;1;0;87;11;2;2;11;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2008;TONDOK BAKARU;1;1;100.00;1;1;0;1;1;0;65;19;14;14;19;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2009;PEBASSIAN;1;1;100.00;1;0;0;1;1;0;46;13;4;4;13;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2010;MAMBULILING;1;1;100.00;1;1;0;1;1;0;138;18;10;8;18;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2011;BOMBONG LAMBE;1;1;100.00;1;0;0;1;1;0;117;16;13;12;16;JUNI
SULAWESI BARAT;MAMASA;MAMASA;2012;BUBUN BATU;1;1;100.00;1;0;0;1;1;0;58;50;34;29;50;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2001;BULO;1;1;100.00;1;0;0;1;1;0;60;20;11;6;20;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2002;PULLIWA;1;1;100.00;1;0;0;1;1;0;107;82;63;55;82;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2003;PATAMBANUA;1;1;100.00;1;1;0;1;1;0;129;27;23;22;27;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2004;KAROMBANG;1;1;100.00;1;0;0;1;1;0;50;47;39;29;47;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2005;DAALA TIMUR;1;1;100.00;1;0;0;1;0;1;50;13;9;8;13;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2006;LENGGO;1;1;100.00;1;0;0;1;1;0;50;46;30;17;46;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2007;SABURA;1;1;100.00;1;0;0;1;1;0;61;54;40;33;54;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2008;SEPPORRAKI;1;1;100.00;1;1;0;1;1;0;10;9;6;6;9;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2009;IHING;1;1;100.00;1;0;0;1;1;0;91;20;17;8;20;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2001;DUNGKAIT;1;1;100.00;1;0;0;1;1;0;90;87;63;49;87;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2002;LEBANI;1;1;100.00;1;1;0;1;1;0;53;20;6;2;20;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2003;LABUANG RANO;1;1;100.00;1;0;0;1;1;0;92;87;56;24;87;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2004;PASABU;1;1;100.00;1;0;0;1;1;0;134;21;15;14;21;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2005;TANETE PAO;1;1;100.00;1;0;0;1;1;0;35;33;26;22;33;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2006;PANGASAAN;1;1;100.00;1;0;0;1;1;0;55;54;40;17;54;JUNI
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;2007;AHU;1;1;100.00;1;0;0;1;1;0;138;23;16;15;23;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;1002;BINANGA;1;1;100.00;1;1;0;1;1;0;208;35;18;16;35;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;1003;MAMUNYU;2;2;100.00;2;2;0;2;2;0;212;30;19;13;30;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;1012;KAREMA;1;1;100.00;1;1;0;1;1;0;206;31;21;20;31;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;1013;RIMUKU;1;1;100.00;1;1;0;1;1;0;160;30;24;21;30;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;2005;BAMBU;1;1;100.00;1;1;0;1;1;0;156;15;8;6;15;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;2006;KARAMPUANG;1;1;100.00;1;1;0;1;1;0;130;15;10;10;15;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;2010;TADUI;1;1;100.00;1;1;0;1;1;0;125;125;86;81;125;JUNI
SULAWESI BARAT;MAMUJU;MAMUJU;2014;BATU PANNU;1;1;100.00;1;1;0;1;1;0;100;15;10;7;15;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;1001;SIMBORO;1;1;100.00;1;1;0;1;1;0;88;29;23;23;29;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;1002;RANGAS;1;1;100.00;1;0;0;1;1;0;510;9;7;4;9;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;2003;BOTTENG;1;1;100.00;1;1;0;1;0;0;171;26;20;15;26;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;2004;SALETTO;1;1;100.00;1;0;0;1;1;0;100;10;6;4;10;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;2005;SUMARE;1;1;100.00;1;0;0;1;1;0;128;10;6;4;10;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;2007;BOTTENG UTARA;1;1;100.00;1;0;0;1;1;0;208;23;13;10;23;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;2008;TAPANDULLU;1;1;100.00;1;0;0;1;1;0;52;10;5;3;10;JUNI
SULAWESI BARAT;MAMUJU;SIMBORO;2009;PATI'DI;1;1;100.00;1;1;0;1;1;0;82;25;16;7;25;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;100.00;1;0;0;1;1;0;383;10;7;7;10;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;100.00;1;0;0;1;1;0;500;14;14;14;14;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;1;1;100.00;1;0;0;1;1;0;296;23;13;13;23;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;100.00;1;0;1;1;1;0;291;12;10;5;12;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;100.00;1;1;0;1;1;0;350;77;45;25;77;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;0;0.00;0;0;0;0;0;0;599;0;0;0;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;100.00;1;0;0;1;1;0;176;122;94;77;122;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;100.00;1;0;0;1;1;0;135;22;18;14;22;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;100.00;1;1;0;1;1;0;145;35;25;13;35;JUNI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;100.00;1;0;0;1;1;0;320;15;10;7;15;JUNI
SULAWESI BARAT;MAMASA;BALLA;2001;BALLA;2;2;100.00;2;2;0;2;2;0;141;31;19;15;31;JUNI
SULAWESI BARAT;MAMASA;BALLA;2002;BALLA BARAT;1;1;100.00;1;1;0;1;1;0;16;11;7;7;11;JUNI
SULAWESI BARAT;MAMASA;BALLA;2003;BALLA SATANETEAN;1;1;100.00;1;1;0;1;1;0;20;14;5;4;14;JUNI
SULAWESI BARAT;MAMASA;BALLA;2004;BALLA TUMUKA;1;1;100.00;1;0;0;1;1;0;77;22;11;9;22;JUNI
SULAWESI BARAT;MAMASA;BALLA;2005;SEPAKUAN;2;2;100.00;2;2;0;2;2;0;83;35;22;18;35;JUNI
SULAWESI BARAT;MAMASA;BALLA;2006;PIDARA;1;1;100.00;1;1;0;1;1;0;20;16;11;11;16;JUNI
SULAWESI BARAT;MAMASA;BALLA;2007;BAMBAPUANG;1;1;100.00;1;1;0;1;1;0;10;9;2;1;9;JUNI
SULAWESI BARAT;MAMASA;BALLA;2008;BALLA TIMUR;1;1;100.00;1;1;0;1;1;0;13;12;9;7;12;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;1001;LIMBORO;1;1;100.00;0;1;0;1;1;0;96;53;26;24;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2002;LEMBANG LEMBANG;1;1;100.00;1;0;0;1;1;0;211;14;10;8;14;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2003;TANDASURA;1;1;100.00;1;0;0;1;1;0;166;59;31;26;59;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2004;SAMASUNDU;1;1;100.00;1;0;0;1;1;0;151;50;31;28;50;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2005;NAPO;1;1;100.00;1;0;0;1;1;0;187;20;11;6;20;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2006;TODANG TODANG;1;1;100.00;1;0;0;1;1;0;69;35;19;4;35;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2007;PENDULANGAN;1;1;100.00;1;0;0;1;1;0;62;35;17;9;35;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2008;RENGGEANG;1;1;100.00;1;1;0;1;1;0;126;50;31;16;50;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2009;SALARRI;1;1;100.00;1;0;0;1;1;0;97;15;9;5;15;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2010;TANGAN BARU;1;1;100.00;0;1;0;1;1;0;106;43;20;17;0;JUNI
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2011;PALECE;1;1;100.00;0;0;1;1;0;0;145;50;21;19;0;JUNI
SULAWESI BARAT;MAMASA;ARALLE;1001;ARALLE;1;1;100.00;1;0;0;1;1;0;42;34;19;14;34;JUNI
SULAWESI BARAT;MAMASA;ARALLE;2003;RALLE ANAK;1;1;100.00;1;0;0;1;1;0;24;22;16;9;22;JUNI
SULAWESI BARAT;MAMASA;ARALLE;2004;PANETEAN;1;1;100.00;1;0;0;1;1;0;10;10;2;2;10;JUNI
SULAWESI BARAT;MAMASA;ARALLE;2005;UHAILANU;1;1;100.00;1;0;0;1;1;0;104;94;59;36;94;JUNI
