PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI DIMENSI LANSIA TANGGUH;MATERI PEDOMAN PJP;MATERI PRA LANSIA;MATERI KELANJUT-USIAAN LAINNYA;MATERI KB DAN KESPRO;MATERI LAINNYA;JUMLAH PERTEMUAN PENYULUHAN;TATAP MUKA;VIRTUAL;JUMLAH ANGGOTA BKL;JUMLAH ANGGOTA KELUARGA HADIR;JUMLAH ANGGOTA LANSIA HADIR;STATUS PUS;STATUS BER-KB;BULAN
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2006;MAPILI BARAT;1;1;100.00;1;0;0;0;1;0;1;1;0;125;99;38;8;6;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2007;SAMBALI WALI;1;0;0.00;0;0;0;0;0;0;0;0;0;63;0;0;0;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2008;BATUPANGA DAALA;1;1;100.00;1;0;0;0;1;0;1;1;0;106;83;0;4;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2009;LUYO;2;2;100.00;2;0;0;0;2;0;2;2;0;88;71;0;18;17;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2010;PUSSUI BARAT;1;1;100.00;1;0;0;0;1;0;1;1;0;65;62;0;5;4;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2011;PUCCADI;1;0;0.00;0;0;0;0;0;0;0;0;0;75;0;0;0;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;100.00;0;1;0;0;1;0;1;1;0;170;20;3;1;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;100.00;1;0;0;0;0;0;1;1;0;201;28;21;4;3;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;1;1;100.00;1;0;0;0;0;0;1;1;0;106;35;36;3;3;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;100.00;1;0;0;0;0;0;1;1;0;152;20;7;2;1;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;100.00;1;0;0;0;1;0;1;1;0;161;42;34;1;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;1;100.00;1;0;0;0;1;0;1;1;0;193;34;3;19;15;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;100.00;1;0;0;0;1;0;1;1;0;67;41;9;11;7;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;100.00;1;0;0;0;0;0;1;1;0;40;27;19;6;6;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;100.00;1;0;0;0;0;0;1;1;0;50;20;10;4;1;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;100.00;1;0;0;0;0;0;1;1;0;174;23;2;7;2;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2001;BULO;1;1;100.00;1;0;0;0;0;0;1;1;0;35;18;10;12;9;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2002;PULLIWA;1;1;100.00;1;0;0;0;0;0;1;1;0;56;54;25;16;14;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2003;PATAMBANUA;1;1;100.00;0;0;0;1;1;1;1;1;0;30;28;8;7;7;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2004;KAROMBANG;1;1;100.00;1;0;0;0;0;0;1;1;0;55;50;18;5;1;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2005;DAALA TIMUR;1;1;100.00;1;0;0;0;1;0;1;1;0;34;29;28;0;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2006;LENGGO;1;1;100.00;1;0;0;0;0;0;1;1;0;26;25;9;4;1;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2007;SABURA;1;1;100.00;1;0;0;0;0;0;1;1;0;27;24;6;1;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2008;SEPPORRAKI;1;1;100.00;0;0;0;1;1;1;1;0;0;23;23;7;3;2;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BULO;2009;IHING;1;1;100.00;1;0;0;0;0;0;1;1;0;44;34;19;12;8;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;1002;BALANIPA;1;1;100.00;1;0;0;0;1;0;1;1;0;138;54;48;2;1;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2001;TAMMAJARRA;1;1;100.00;1;0;0;0;1;0;1;1;0;80;21;21;0;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2003;TAMANGGALLE;1;1;100.00;1;0;0;0;1;0;1;1;0;52;26;3;4;2;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2004;MOSSO;1;1;100.00;1;0;0;0;1;0;1;1;0;41;20;11;3;2;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2005;GALUNG TULUK;1;1;100.00;1;0;0;0;1;0;1;1;0;139;20;1;6;3;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2006;SABANG SUBIK;1;1;100.00;1;1;1;0;0;0;1;1;0;193;124;121;7;1;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2007;PAMBUSUANG;1;1;100.00;1;0;0;0;1;0;1;1;0;247;46;19;2;2;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2008;BALA;1;1;100.00;0;0;0;1;1;1;1;1;0;200;64;27;8;4;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2009;LAMBANAN;1;1;100.00;0;0;0;1;1;1;1;1;0;28;28;11;2;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2010;LEGO;1;1;100.00;1;0;0;0;0;0;1;1;0;48;14;0;2;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2011;PALLIS;1;0;0.00;0;0;0;0;0;0;0;0;0;25;0;0;0;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;1001;ANREAPI;1;1;100.00;1;0;0;0;1;0;1;1;0;113;74;62;9;7;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2002;DUAMPANUA;1;1;100.00;1;0;0;0;1;0;1;1;0;116;111;101;8;4;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2003;KELAPA DUA;1;1;100.00;1;0;0;0;0;0;1;1;0;110;4;1;0;0;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2004;PAPPANDANGAN;1;1;100.00;1;0;0;0;1;0;1;1;0;81;46;14;9;9;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2005;KUNYI;1;1;100.00;1;0;0;0;0;0;1;1;0;103;94;98;15;13;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2001;BABANA;1;1;100.00;1;0;0;0;0;0;1;1;0;134;71;36;5;5;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2002;LUMU;1;1;100.00;1;0;0;0;1;0;1;1;0;82;53;35;4;3;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2003;PONTANAKAYANG;1;1;100.00;1;0;0;0;0;0;1;1;0;85;79;1;13;11;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2004;SALOGATTA;1;1;100.00;1;0;1;0;1;0;1;1;0;125;112;97;27;26;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2005;KIRE;1;1;100.00;1;0;0;0;0;0;1;1;0;51;49;0;5;1;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2006;TINALI;1;1;100.00;1;0;0;0;0;0;1;1;0;38;36;16;10;8;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2007;SALUMANURUNG;1;1;100.00;1;0;0;0;1;0;1;1;0;45;33;23;4;3;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2008;PASAPA;1;1;100.00;1;0;0;0;0;0;1;1;0;46;38;2;5;5;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2009;BOJO;1;1;100.00;1;0;0;0;0;0;1;1;0;34;21;0;3;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2010;BARAKKANG;1;1;100.00;1;0;0;0;0;0;1;1;0;61;35;0;5;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2011;LEMBAH HADA;2;2;100.00;2;0;0;0;0;0;2;2;0;44;34;15;14;10;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2001;BUDONG- BUDONG;1;1;100.00;1;0;0;0;0;0;1;1;0;37;35;37;6;4;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2002;TOPOYO;1;1;100.00;1;0;0;0;1;0;1;1;0;207;82;33;11;7;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2003;TUMBU;1;1;100.00;1;0;0;0;1;0;1;1;0;90;71;43;14;10;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2004;KABUBU;1;1;100.00;1;0;1;0;0;0;1;1;0;88;76;34;14;14;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2005;WAEPUTEH;1;1;100.00;1;0;0;0;1;0;1;1;0;54;50;5;25;21;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2006;TANGKOU;1;1;100.00;1;0;0;0;0;0;1;1;0;34;22;9;1;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2007;TABOLANG;1;1;100.00;1;0;0;0;1;0;1;1;0;92;86;90;16;10;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2008;PARAILI;1;1;100.00;1;0;0;1;0;1;1;1;0;27;27;16;11;8;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2009;SALUPANGKANG;1;1;100.00;1;0;0;0;0;0;1;1;0;117;111;70;6;6;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2010;SALUPANGKANG IV;1;1;100.00;1;0;0;0;1;0;1;1;0;24;23;23;0;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2011;TAPPILINA;1;1;100.00;1;0;0;0;0;0;1;1;0;25;24;0;6;3;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2012;BAMBAMANURUN G;1;1;100.00;1;0;0;0;1;0;1;1;0;43;42;27;10;10;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2013;SALULEKBO;1;1;100.00;0;0;1;1;0;1;1;1;0;49;46;14;12;10;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2014;PANGALLOANG;1;1;100.00;0;0;1;1;0;1;1;1;0;40;34;13;7;4;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2015;SINABATTA;1;1;100.00;1;0;0;0;1;0;1;1;0;48;45;16;10;7;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2001;POLO PANGALE;1;1;100.00;1;0;0;0;1;0;1;1;0;30;29;0;2;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2002;PANGALE;1;1;100.00;1;1;1;1;1;1;1;1;0;61;46;0;9;5;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2003;SARTANAMAJU;1;1;100.00;1;0;0;0;1;0;1;1;0;37;35;0;7;6;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2004;POLO LERENG;1;1;100.00;1;0;0;0;1;0;1;1;0;80;78;0;14;12;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2005;KUO;1;1;100.00;0;0;0;0;1;0;1;1;0;48;47;0;13;11;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2006;POLO CAMBA;1;1;100.00;1;0;0;0;0;0;1;1;0;15;15;0;5;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2007;LAMBA-LAMBA;1;1;100.00;1;0;0;0;1;0;1;1;0;56;55;13;12;5;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2008;KOMBILING;1;1;100.00;1;0;0;0;0;0;1;1;0;32;27;25;3;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2009;LEMO-LEMO;1;1;100.00;1;1;1;0;1;0;1;1;0;17;13;0;1;1;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2001;KAROSSA;2;2;100.00;1;0;0;0;0;0;2;2;0;66;60;0;15;14;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2002;TASOKKO;1;1;100.00;0;0;0;0;1;0;1;1;0;30;20;25;4;1;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2003;LARA;1;1;100.00;0;1;0;0;0;0;1;1;0;45;20;20;1;1;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2004;KADAILA;1;1;100.00;0;0;0;0;1;0;1;1;0;22;3;0;0;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2005;KAYU CALLA;1;1;100.00;1;0;0;0;1;0;1;1;0;27;23;0;7;3;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2006;LEMBAH HOPO;1;1;100.00;1;0;0;0;1;0;1;1;0;30;30;24;3;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2007;BENGGAULU;1;1;100.00;1;0;0;0;1;0;1;1;0;24;19;0;9;8;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2008;SUKA MAJU;1;1;100.00;1;0;0;0;0;0;1;1;0;2;2;0;2;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2009;KAMBUNONG;1;1;100.00;1;0;0;0;1;0;1;1;0;56;38;7;7;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2010;SALUBIRO;1;1;100.00;0;1;0;0;0;0;1;1;0;25;18;9;2;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2011;SANJANGO;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2001;MAHAHE;1;1;100.00;1;0;0;0;0;0;1;1;0;72;21;37;1;1;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2002;SALOBAJA;1;1;100.00;1;0;1;0;0;0;1;1;0;152;44;40;0;0;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2003;TOBADAK;1;1;100.00;1;0;0;0;1;0;1;1;0;234;46;9;8;7;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2004;PALONGAAN;1;1;100.00;1;0;0;0;1;0;1;1;0;77;83;58;8;3;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2005;BATU PARIGI;1;1;100.00;1;0;0;0;0;0;1;1;0;48;28;13;6;2;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2006;BAMBADARU;1;1;100.00;1;0;0;0;0;0;1;1;0;108;73;34;11;8;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2007;SEJATI;1;1;100.00;1;0;0;0;1;0;1;1;0;51;54;46;4;4;JANUARI
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2008;SALOADAK;1;1;100.00;1;0;0;0;1;0;1;1;0;94;65;74;9;8;JANUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;1009;PETOOSANG;1;1;100.00;1;0;1;0;1;0;1;1;0;78;32;19;3;0;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2002;MOMBI;1;1;100.00;1;0;0;0;1;0;1;1;0;149;38;14;5;5;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2003;KALUMAMMANG;1;1;100.00;1;0;0;0;1;0;1;1;0;124;48;11;13;5;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2004;PAO-PAO;1;1;100.00;1;0;0;0;1;0;1;1;0;90;26;10;4;2;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2005;PUPPU URING;1;1;100.00;0;0;0;0;1;0;1;1;0;43;34;14;4;3;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2006;SARAGIAN;1;1;100.00;1;0;1;0;1;0;1;1;0;168;31;11;7;4;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2007;SAYOANG;1;1;100.00;1;0;0;0;1;0;1;1;0;53;31;17;2;2;FEBRUARI
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2008;ALU;1;1;100.00;1;0;0;0;0;0;1;1;0;53;27;25;4;1;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2001;SEPPONG;1;1;100.00;1;0;1;0;1;0;1;1;0;72;72;0;15;11;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2002;TAMMERODO;1;1;100.00;1;0;1;0;1;0;1;1;0;90;85;0;16;7;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2003;ULIDANG;1;1;100.00;1;0;1;0;1;0;1;1;0;64;63;0;24;15;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2004;TALLAMBALAO;1;1;100.00;1;1;0;0;1;0;1;1;0;65;65;0;23;19;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2005;TAMMERODO UTARA;1;1;100.00;1;0;1;0;1;0;1;1;0;102;99;0;27;19;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2006;MANYAMBA;1;1;100.00;1;0;1;0;1;0;1;1;0;71;71;0;23;21;FEBRUARI
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2007;AWO;1;1;100.00;1;0;0;0;1;0;1;1;0;57;3;0;1;1;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2001;KABIRAAN;1;1;100.00;1;0;0;0;1;0;1;1;0;52;36;1;8;5;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2002;SAMBABO;1;1;100.00;1;1;0;0;0;0;1;1;0;29;24;0;8;3;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2003;TANDEALLO;1;1;100.00;1;0;0;0;1;0;1;1;0;54;45;0;9;5;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2004;ULUMANDA;1;1;100.00;1;0;1;0;1;0;1;1;0;33;28;0;10;8;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2005;SALUTAMBUNG;1;1;100.00;1;0;0;0;1;0;1;1;0;41;30;22;7;3;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2006;POPENGA;1;1;100.00;0;0;1;1;1;1;1;0;0;28;26;1;4;1;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2007;SULAI;1;1;100.00;1;0;0;0;1;0;1;1;0;33;28;14;14;8;FEBRUARI
SULAWESI BARAT;MAJENE;ULUMANDA;2008;PANGGALO;1;1;100.00;1;1;0;0;0;0;1;1;0;25;24;0;7;4;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2001;TOABO;1;1;100.00;1;0;0;0;0;0;1;1;0;68;30;7;5;3;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2002;PAPALANG;1;1;100.00;0;0;1;0;1;0;1;1;0;148;133;71;42;33;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2003;BONDA;1;1;100.00;0;1;0;0;1;0;1;1;0;56;20;25;4;1;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2004;TOPORE;1;0;0.00;0;0;0;0;0;0;0;0;0;114;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2005;SALUKAYU;1;1;100.00;1;0;0;0;1;0;1;0;0;82;45;19;17;6;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2006;SUKADAMAI;1;1;100.00;1;0;0;0;0;0;1;1;0;85;40;12;14;11;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2007;BODA-BODA;1;1;100.00;0;0;1;0;1;0;1;1;0;66;34;12;6;6;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2008;SISANGO;1;1;100.00;1;0;0;0;0;0;1;1;0;30;14;1;4;4;FEBRUARI
SULAWESI BARAT;MAMUJU;PAPALANG;2009;BATU AMPA;1;1;100.00;1;0;1;0;1;0;1;1;0;38;28;4;8;8;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2001;BUNDE;1;1;100.00;1;0;0;0;1;0;1;1;0;60;11;1;2;2;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2002;KALONDING;1;0;0.00;0;0;0;0;0;0;0;0;0;95;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2003;TARAILU;1;0;0.00;0;0;0;0;0;0;0;0;0;31;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2004;SAMPAGA;1;1;100.00;1;0;0;0;0;0;1;1;0;41;20;7;4;3;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2005;TANAMBUAH;1;1;100.00;1;0;0;0;0;0;1;1;0;39;34;25;4;2;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2006;SALUBARANA;1;1;100.00;1;0;0;0;0;0;1;1;0;42;25;5;3;2;FEBRUARI
SULAWESI BARAT;MAMUJU;SAMPAGA;2007;LOSSO;1;1;100.00;1;0;0;0;0;0;1;1;0;40;18;3;10;10;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2001;KALUMPANG;1;1;100.00;1;0;0;0;0;0;1;0;0;37;23;9;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2003;KARATAUN;1;1;100.00;1;0;1;1;1;1;1;1;0;21;17;14;2;2;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2004;KARAMA;1;1;100.00;1;0;0;0;1;0;1;1;0;18;5;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2006;SIRAUN;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2007;TUMOGA;1;1;100.00;1;0;0;0;1;0;1;1;0;21;5;0;2;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2010;SALUMAKKI;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2011;POLIO;1;1;100.00;1;0;0;0;1;0;1;1;0;22;19;0;16;13;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2012;LIMBONG;1;1;100.00;1;0;0;0;0;0;1;1;0;40;22;9;1;1;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2013;SANDAPANG;1;1;100.00;1;0;0;0;1;0;1;1;0;20;19;3;9;9;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2014;KONDO BULO;1;1;100.00;1;0;0;0;0;0;1;1;0;18;14;7;2;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2015;MAKKALIKI;1;1;100.00;1;0;0;0;0;0;1;1;0;19;14;5;1;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2016;BATU MAKKADA;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAMUJU;KALUMPANG;2017;LASA';0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2001;ONANG;1;1;100.00;1;0;0;0;1;0;1;1;0;77;45;36;7;4;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2002;TUBO;1;1;100.00;1;0;0;0;1;0;1;1;0;35;29;26;3;3;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2003;ONANG UTARA;1;1;100.00;1;0;0;0;1;0;1;1;0;52;20;0;8;6;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2004;TUBO SELATAN;1;1;100.00;1;0;0;0;1;0;1;1;0;45;13;0;3;2;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2005;BONDE BONDE;1;1;100.00;1;1;0;1;1;1;1;1;0;39;30;0;5;2;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2006;TUBO TENGAH;1;1;100.00;1;0;0;0;1;0;1;1;0;39;29;13;7;5;FEBRUARI
SULAWESI BARAT;MAJENE;TUBO SENDANA;2007;TUBO POANG;1;1;100.00;1;0;0;0;1;0;1;1;0;29;27;18;8;3;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1001;BAURUNG;1;1;100.00;1;0;0;0;1;0;1;1;0;172;51;47;10;9;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1002;BARUGA;1;1;100.00;1;0;0;0;0;0;1;1;0;69;19;2;11;11;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1003;BARUGA DHUA;1;1;100.00;1;0;0;0;1;0;1;1;0;94;39;35;0;0;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1004;LABUANG;1;1;100.00;1;0;0;0;1;0;1;1;0;207;84;38;4;3;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1005;TANDE;1;1;100.00;1;0;0;0;0;0;1;1;0;83;28;15;2;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1006;LEMBANG;1;1;100.00;1;0;0;0;1;0;1;1;0;199;40;35;3;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1007;LABUANG UTARA;1;1;100.00;1;0;0;0;0;0;1;1;0;245;47;31;1;1;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1008;TANDE TIMUR;1;1;100.00;1;0;0;0;0;0;1;1;0;138;95;95;4;3;FEBRUARI
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;2009;BUTTU BARUGA;1;1;100.00;1;0;0;0;1;0;1;1;0;36;23;0;5;4;FEBRUARI
SULAWESI BARAT;MAJENE;MALUNDA;1001;MALUNDA;1;1;100.00;1;0;0;1;0;1;1;1;0;89;89;42;4;3;FEBRUARI
SULAWESI BARAT;MAJENE;MALUNDA;1015;LAMUNGANG BATU;1;1;100.00;1;0;0;0;1;0;1;1;0;40;34;13;5;1;FEBRUARI
SULAWESI BARAT;MAJENE;MALUNDA;2002;BAMBANGAN;1;1;100.00;0;1;0;0;1;0;1;1;0;47;28;0;21;7;FEBRUARI
SULAWESI BARAT;MAJENE;MALUNDA;2004;LOMBANG;1;1;100.00;1;0;0;0;0;0;1;1;0;56;44;24;6;5;FEBRUARI
