PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;JUMLAH KELURAHAN/DESA;JUMLAH KAMPUNG KB;2016;2017;2018;2019;> 2019;KAMPUNG KB MANDIRI;KAMPUNG KB PERCONTOHAN
SULAWESI BARAT;MAMASA;MAMBI;2008;SONDONGLAYU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMBI;2016;SALUBANUA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2017;TAPALINA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2019;SENDANA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2024;PAMOSEAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2025;SELUMAKA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2026;BUJUNG MANURUNG;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAMASA;MAMBI;2027;SALU ALO;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2029;INDOBANUA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMBI;2030;SALUDURIAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2001;MEHALAAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2002;BOTTENG;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2003;SALUKONTA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2004;MESAKADA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2005;MEHALAAN BARAT;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2006;SALUAHOK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2007;SALUBALO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2008;PASSEMBUK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2009;KONDO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2010;LEKO SUKAMAJU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MEHALAAN;2011;ULUMEA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MESSAWA;1001;MESSAWA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2002;RIPPUNG;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2003;MAKUANG;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;MAMASA;MESSAWA;2004;SEPANG;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2005;MALIMBONG;1;2;0;0;0;0;2;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2006;MATANDE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2007;SIPAI;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2008;PASMA MAMBU;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMASA;MESSAWA;2009;TANETE BATU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;NOSU;1001;NOSU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;NOSU;2002;MINANGA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;NOSU;2003;BATUPAPAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;NOSU;2004;MASEWWE;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMASA;NOSU;2005;SIWI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;NOSU;2006;MINANGA TIMUR;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;NOSU;2007;PARINDING;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;PANA;1001;PANA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;PANA;2003;MANIPI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;PANA;2005;MAMULLU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;PANA;2006;SAPAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2009;DATUBARINGAN;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2010;PANURA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2011;TALLANG BULAWAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2012;KARAKA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2013;ULUSALU;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2014;WERI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;PANA;2015;SALUTAMBUN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;PANA;2016;SALOAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;PANA;2017;ULUSALU INDAH;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2001;SALUMOKANAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2003;SALUMOKANAN BARAT;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2004;BUANGIN;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2005;BAMBANG BUDA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2006;LEKO;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2007;KIRAK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2008;SALUMOKANAN UTARA;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2009;SAMPALE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2002;OROBUA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2003;PALADAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2004;OROBUA TIMUR;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2006;RANTE PUANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2007;SATENETEAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2008;LISUAN ADA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2010;OROBUA SELATAN;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2012;MALANGKENA PADANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2013;MALIMBONG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SESENAPADANG;2014;MARAMPAN OROBUA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;1001;SUMARORONG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;1002;TABONE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2003;BATANG URU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2004;SASAKAN;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2005;TADISI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2006;SIBANAWA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2007;BATANGNGURU TIMUR;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2008;SALUBALO;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2009;BANEA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;SUMARORONG;2010;RANTE KAMASE;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABANG;1001;TABANG;1;2;0;0;0;0;2;0;2
SULAWESI BARAT;MAMASA;TABANG;2003;TADOKALUA;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;MAMASA;TABANG;2004;TABANG BARAT;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMASA;TABANG;2005;MASUPU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TABANG;2006;KALAMA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TABANG;2007;BAKADISURA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABANG;2008;SALUKONA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;1001;LAKAHANG;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2002;PERIANGAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2003;MALATIRO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2004;TABULAHAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2005;SALULEANG;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2007;TAMPAK KURRA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2008;GANDANG DEWATA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2009;BURANA;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAMASA;TABULAHAN;2010;SALUBAKKA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2011;PANGANDARAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2012;TALOPAK;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2013;PEU';1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2014;TIMORO;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TABULAHAN;2015;LAKAHANG UTAMA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;1011;MINAKE;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2001;MALABO;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2005;SINDAGAMANIK;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2006;PARONDOBULAWAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2007;TAMALANTIK;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAMASA;TANDUK KALUA;2008;MANNABABA;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2009;MESAKADA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2010;BALLABATU;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2012;PAMBE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2013;SALURANO;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2014;TALIMBUNG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TANDUK KALUA;2015;KANAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TAWALIAN;1001;TAWALIAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TAWALIAN;2002;TAWALIAN TIMUR;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;TAWALIAN;2003;KARIANGO;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;TAWALIAN;2004;RANTETANGNGA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2001;MAHAHE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2002;SALOBAJA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2003;TOBADAK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2004;PALONGAAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2005;BATU PARIGI;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2006;BAMBADARU;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2007;SEJATI;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;2008;SALOADAK;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2001;POLO PANGALE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2002;PANGALE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2003;SARTANAMAJU;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2004;POLO LERENG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2005;KUO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2006;POLO CAMBA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2007;LAMBA-LAMBA;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2008;KOMBILING;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;PANGALE;2009;LEMO-LEMO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2001;BABANA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2002;LUMU;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2003;PONTANAKAYANG;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2004;SALOGATTA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2005;KIRE;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2006;TINALI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2007;SALUMANURUNG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2008;PASAPA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2009;BOJO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2010;BARAKKANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;2011;LEMBAH HADA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2001;BUDONG-BUDONG;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2002;TOPOYO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2003;TUMBU;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2004;KABUBU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2005;WAEPUTEH;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2006;TANGKOU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2007;TABOLANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2008;PARAILI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2009;SALUPANGKANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2010;SALUPANGKANG IV;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2011;TAPPILINA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2012;BAMBAMANURUNG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2013;SALULEKBO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2014;PANGALLOANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;2015;SINABATTA;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2001;KAROSSA;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2002;TASOKKO;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2003;LARA;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2004;KADAILA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2005;KAYU CALLA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2006;LEMBAH HOPO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2007;BENGGAULU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2008;SUKA MAJU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2009;KAMBUNONG;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2010;SALUBIRO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;2011;SANJANGO;1;1;0;0;0;0;1;0;0
