;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH BUMIL;BUMIL TERDAMPINGI;BUMIL TIDAK TERDAMPINGI;JUMLAH BUMIL >=32 MINGGU;BUMIL >=32 MINGGU MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU TIDAK MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU AKAN KBPP;BUMIL >=32 MINGGU MEMUTUSKAN TIDAK KBPP;MENDAPATKAN TTD;TIDAK MENDAPATKAN TTD;MENGKOMSUMSI TTD;TIDAK MENGKOMSUMSI TTD;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK MENDAPAT KIE;MENDAPAT FASILITASI RUJUKAN;TIDAK MENDAPAT FASILITASI RUJUKAN;MENDAPAT FASILITASI BANSOS;TIDAK MENDAPAT FASILITASI BANSOS;BULAN
445;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
446;SULAWESI BARAT;MAMASA;BAMBANG;RANTELEMO;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
447;SULAWESI BARAT;MAMASA;BAMBANG;SALUDENGEN;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;SEPTEMBER
448;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
449;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG TIMUR;3;1;2;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;SEPTEMBER
450;SULAWESI BARAT;MAMASA;BAMBANG;MINANGA;4;2;2;1;0;0;0;0;2;0;2;0;0;2;0;0;2;0;2;0;SEPTEMBER
451;SULAWESI BARAT;MAMASA;BAMBANG;SIKAMASE;2;2;0;2;1;0;1;0;2;0;2;0;0;0;2;0;0;2;0;2;SEPTEMBER
452;SULAWESI BARAT;MAMASA;BAMBANG;RANTETARIMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
453;SULAWESI BARAT;MAMASA;BAMBANG;SALURURU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUTABANG;5;3;2;3;2;0;2;0;3;0;3;0;0;3;0;0;3;0;3;0;SEPTEMBER
;SULAWESI BARAT;MAMASA;BAMBANG;BALATANA;3;4;-1;4;1;0;1;0;4;0;4;0;0;4;0;0;4;0;4;0;SEPTEMBER
454;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;BUNTUMALANGKA;5;11;-6;9;3;0;3;0;11;0;11;0;2;1;8;0;4;7;0;11;SEPTEMBER
455;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;RANTEBERAN;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
456;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KEBANGA;8;3;5;1;0;0;0;0;3;0;3;0;1;0;2;0;3;0;3;0;SEPTEMBER
457;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALURINDU;6;1;5;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;SEPTEMBER
458;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;TAORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
459;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KABAE;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
460;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN BARAT;8;7;1;1;1;0;1;0;7;0;7;0;6;1;0;0;1;6;2;5;SEPTEMBER
461;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;PENATANGAN;11;1;10;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;SEPTEMBER
462;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN TIMUR;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
463;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
464;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;ARALLE TIMUR;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
465;SULAWESI BARAT;MAMASA;MAMBI;MAMBI;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
466;SULAWESI BARAT;MAMASA;MAMBI;TALIPUKKI;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
467;SULAWESI BARAT;MAMASA;MAMBI;RANTEBULAHAN;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
468;SULAWESI BARAT;MAMASA;MAMBI;SONDONGLAYU;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
469;SULAWESI BARAT;MAMASA;MAMBI;SALUBANUA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
470;SULAWESI BARAT;MAMASA;MAMBI;TAPALINA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
471;SULAWESI BARAT;MAMASA;MAMBI;SENDANA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
472;SULAWESI BARAT;MAMASA;MAMBI;PAMOSEAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
473;SULAWESI BARAT;MAMASA;MAMBI;SELUMAKA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
474;SULAWESI BARAT;MAMASA;MAMBI;BUJUNG MANURUNG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
475;SULAWESI BARAT;MAMASA;MAMBI;SALU ALO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
476;SULAWESI BARAT;MAMASA;MAMBI;INDOBANUA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
477;SULAWESI BARAT;MAMASA;MAMBI;SALUDURIAN;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
478;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
479;SULAWESI BARAT;MAMASA;MEHALAAN;BOTTENG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
480;SULAWESI BARAT;MAMASA;MEHALAAN;SALUKONTA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
481;SULAWESI BARAT;MAMASA;MEHALAAN;MESAKADA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
482;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN BARAT;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
483;SULAWESI BARAT;MAMASA;MEHALAAN;SALUAHOK;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
484;SULAWESI BARAT;MAMASA;MEHALAAN;SALUBALO;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
485;SULAWESI BARAT;MAMASA;MEHALAAN;PASSEMBUK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
486;SULAWESI BARAT;MAMASA;MEHALAAN;KONDO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
487;SULAWESI BARAT;MAMASA;MEHALAAN;LEKO SUKAMAJU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
488;SULAWESI BARAT;MAMASA;MEHALAAN;ULUMEA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
489;SULAWESI BARAT;MAMASA;MESSAWA;MESSAWA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
490;SULAWESI BARAT;MAMASA;MESSAWA;RIPPUNG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
491;SULAWESI BARAT;MAMASA;MESSAWA;MAKUANG;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
492;SULAWESI BARAT;MAMASA;MESSAWA;SEPANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
493;SULAWESI BARAT;MAMASA;MESSAWA;MALIMBONG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
494;SULAWESI BARAT;MAMASA;MESSAWA;MATANDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
495;SULAWESI BARAT;MAMASA;MESSAWA;SIPAI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
496;SULAWESI BARAT;MAMASA;MESSAWA;PASMA MAMBU;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
497;SULAWESI BARAT;MAMASA;MESSAWA;TANETE BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
498;SULAWESI BARAT;MAMASA;NOSU;NOSU;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
499;SULAWESI BARAT;MAMASA;NOSU;MINANGA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
500;SULAWESI BARAT;MAMASA;NOSU;BATUPAPAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
501;SULAWESI BARAT;MAMASA;NOSU;MASEWWE;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
502;SULAWESI BARAT;MAMASA;NOSU;SIWI;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
503;SULAWESI BARAT;MAMASA;NOSU;MINANGA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
504;SULAWESI BARAT;MAMASA;NOSU;PARINDING;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
505;SULAWESI BARAT;MAMASA;PANA;PANA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
506;SULAWESI BARAT;MAMASA;PANA;MANIPI;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
507;SULAWESI BARAT;MAMASA;PANA;MAMULLU;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
508;SULAWESI BARAT;MAMASA;PANA;SAPAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
509;SULAWESI BARAT;MAMASA;PANA;DATUBARINGAN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
510;SULAWESI BARAT;MAMASA;PANA;PANURA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
511;SULAWESI BARAT;MAMASA;PANA;TALLANG BULAWAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
512;SULAWESI BARAT;MAMASA;PANA;KARAKA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
513;SULAWESI BARAT;MAMASA;PANA;ULUSALU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
514;SULAWESI BARAT;MAMASA;PANA;WERI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
515;SULAWESI BARAT;MAMASA;PANA;SALUTAMBUN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
516;SULAWESI BARAT;MAMASA;PANA;SALOAN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
517;SULAWESI BARAT;MAMASA;PANA;ULUSALU INDAH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
518;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
519;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN BARAT;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
520;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BUANGIN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
521;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BAMBANG BUDA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
522;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;LEKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
523;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;KIRAK;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
524;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
525;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SAMPALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
526;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
527;SULAWESI BARAT;MAMASA;SESENAPADANG;PALADAN;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
528;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
529;SULAWESI BARAT;MAMASA;SESENAPADANG;RANTE PUANG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
530;SULAWESI BARAT;MAMASA;SESENAPADANG;SATENETEAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
531;SULAWESI BARAT;MAMASA;SESENAPADANG;LISUAN ADA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
532;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA SELATAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
533;SULAWESI BARAT;MAMASA;SESENAPADANG;MALANGKENA PADANG;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
534;SULAWESI BARAT;MAMASA;SESENAPADANG;MALIMBONG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
535;SULAWESI BARAT;MAMASA;SESENAPADANG;MARAMPAN OROBUA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
536;SULAWESI BARAT;MAMASA;SUMARORONG;SUMARORONG;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
537;SULAWESI BARAT;MAMASA;SUMARORONG;TABONE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
538;SULAWESI BARAT;MAMASA;SUMARORONG;BATANG URU;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
539;SULAWESI BARAT;MAMASA;SUMARORONG;SASAKAN;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
540;SULAWESI BARAT;MAMASA;SUMARORONG;TADISI;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
541;SULAWESI BARAT;MAMASA;SUMARORONG;SIBANAWA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
542;SULAWESI BARAT;MAMASA;SUMARORONG;BATANGNGURU TIMUR;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
543;SULAWESI BARAT;MAMASA;SUMARORONG;SALUBALO;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
544;SULAWESI BARAT;MAMASA;SUMARORONG;BANEA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
545;SULAWESI BARAT;MAMASA;SUMARORONG;RANTE KAMASE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
546;SULAWESI BARAT;MAMASA;TABANG;TABANG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
547;SULAWESI BARAT;MAMASA;TABANG;TADOKALUA;5;1;4;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;SEPTEMBER
548;SULAWESI BARAT;MAMASA;TABANG;TABANG BARAT;4;1;3;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;SEPTEMBER
549;SULAWESI BARAT;MAMASA;TABANG;MASUPU;3;2;1;1;1;0;1;0;2;0;2;0;0;2;0;0;2;0;0;2;SEPTEMBER
550;SULAWESI BARAT;MAMASA;TABANG;KALAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
551;SULAWESI BARAT;MAMASA;TABANG;BAKADISURA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
552;SULAWESI BARAT;MAMASA;TABANG;SALUKONA;18;6;12;3;3;0;3;0;6;0;6;0;0;0;6;0;6;0;6;0;SEPTEMBER
553;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG;5;1;4;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;SEPTEMBER
554;SULAWESI BARAT;MAMASA;TABULAHAN;PERIANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
555;SULAWESI BARAT;MAMASA;TABULAHAN;MALATIRO;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
556;SULAWESI BARAT;MAMASA;TABULAHAN;TABULAHAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
557;SULAWESI BARAT;MAMASA;TABULAHAN;SALULEANG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
558;SULAWESI BARAT;MAMASA;TABULAHAN;TAMPAK KURRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
559;SULAWESI BARAT;MAMASA;TABULAHAN;GANDANG DEWATA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
560;SULAWESI BARAT;MAMASA;TABULAHAN;BURANA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
561;SULAWESI BARAT;MAMASA;TABULAHAN;SALUBAKKA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
562;SULAWESI BARAT;MAMASA;TABULAHAN;PANGANDARAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
563;SULAWESI BARAT;MAMASA;TABULAHAN;TALOPAK;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
564;SULAWESI BARAT;MAMASA;TABULAHAN;PEU';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
565;SULAWESI BARAT;MAMASA;TABULAHAN;TIMORO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
566;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG UTAMA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
567;SULAWESI BARAT;MAMASA;TANDUK KALUA;MINAKE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
568;SULAWESI BARAT;MAMASA;TANDUK KALUA;MALABO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
569;SULAWESI BARAT;MAMASA;TANDUK KALUA;SINDAGAMANIK;8;5;3;4;3;0;3;0;5;0;5;0;0;5;0;0;5;0;0;5;SEPTEMBER
570;SULAWESI BARAT;MAMASA;TANDUK KALUA;PARONDOBULAWAN;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
571;SULAWESI BARAT;MAMASA;TANDUK KALUA;TAMALANTIK;1;11;-10;10;9;0;6;3;11;0;11;0;2;9;0;0;0;11;1;10;SEPTEMBER
572;SULAWESI BARAT;MAMASA;TANDUK KALUA;MANNABABA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
573;SULAWESI BARAT;MAMASA;TANDUK KALUA;MESAKADA;2;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;SEPTEMBER
574;SULAWESI BARAT;MAMASA;TANDUK KALUA;BALLABATU;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
575;SULAWESI BARAT;MAMASA;TANDUK KALUA;PAMBE;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
576;SULAWESI BARAT;MAMASA;TANDUK KALUA;SALURANO;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
577;SULAWESI BARAT;MAMASA;TANDUK KALUA;TALIMBUNG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
578;SULAWESI BARAT;MAMASA;TANDUK KALUA;KANAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
579;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
580;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN TIMUR;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
581;SULAWESI BARAT;MAMASA;TAWALIAN;KARIANGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
582;SULAWESI BARAT;MAMASA;TAWALIAN;RANTETANGNGA;5;3;2;1;1;0;1;0;3;0;3;0;0;0;3;0;0;3;0;3;SEPTEMBER
583;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;MAHAHE;2;25;-23;18;2;0;2;0;25;0;25;0;25;0;0;0;0;25;2;23;SEPTEMBER
584;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOBAJA;14;28;-14;22;13;0;10;3;28;0;28;0;0;20;8;0;2;26;5;23;SEPTEMBER
585;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;TOBADAK;67;3;64;1;1;0;1;0;3;0;3;0;2;1;0;0;1;2;1;2;SEPTEMBER
586;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;PALONGAAN;21;26;-5;17;11;0;11;0;26;0;26;0;11;12;2;1;17;9;2;24;SEPTEMBER
587;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BATU PARIGI;23;13;10;10;9;0;9;0;13;0;13;0;0;12;0;1;0;13;0;13;SEPTEMBER
588;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BAMBADARU;7;24;-17;19;5;0;5;0;24;0;24;0;14;10;0;0;13;11;11;13;SEPTEMBER
589;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SEJATI;4;21;-17;20;12;0;9;3;21;0;21;0;5;15;1;0;1;20;4;17;SEPTEMBER
590;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOADAK;19;11;8;7;5;0;5;0;11;0;11;0;5;3;3;0;0;11;3;8;SEPTEMBER
591;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO PANGALE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
592;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;PANGALE;8;2;6;0;0;0;0;0;2;0;2;0;2;0;0;0;2;0;1;1;SEPTEMBER
593;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;SARTANAMAJU;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
594;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO LERENG;17;10;7;1;1;0;1;0;10;0;10;0;10;0;0;0;2;8;4;6;SEPTEMBER
595;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KUO;23;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
596;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO CAMBA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
597;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LAMBA-LAMBA;18;12;6;7;5;0;5;0;12;0;12;0;10;0;2;0;7;5;5;7;SEPTEMBER
598;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KOMBILING;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
599;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LEMO-LEMO;5;1;4;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;SEPTEMBER
600;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BABANA;35;5;30;4;3;0;3;0;5;0;5;0;5;0;0;0;4;1;0;5;SEPTEMBER
601;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LUMU;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
