;PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;JUMLAH KELUARGA;JUMLAH KELUARGA SASARAN;KESEJAHTERAAN 1;KESEJAHTERAAN 2;KESEJAHTERAAN 3;KESEJAHTERAAN 4;KESEJAHTERAAN > 4;JUMLAH KRS;JUMLAH TIDAK BERESIKO;PUNYA BADUTA;PUNYA BALITA;PUS;PUS HAMIL;SUMBER AIR MINUM TIDAK LAYAK;JAMBAN TIDAK LAYAK;TERLALU MUDA;TERLALU TUA;TERLALU DEKAT;TERLALU BANYAK;PUS 4T;BUKAN PESERTA KB MODERN;PERIODE
435;SULAWESI BARAT;MAMASA;ARALLE;2018;ARALLE SELATAN;71;67;1;0;0;3;5;9;58;8;20;66;1;3;2;0;9;1;24;29;18;Sem 2 2024
436;SULAWESI BARAT;MAMASA;ARALLE;2019;HAHANGAN;81;52;1;6;1;2;12;22;30;3;13;52;0;19;6;0;12;0;23;29;10;Sem 2 2024
437;SULAWESI BARAT;MAMASA;BALLA;2001;BALLA;394;255;0;2;2;4;35;43;212;24;47;253;3;10;9;1;58;0;61;100;82;Sem 2 2024
438;SULAWESI BARAT;MAMASA;BALLA;2002;BALLA BARAT;237;121;3;3;2;1;6;15;106;5;18;121;0;5;9;1;27;0;22;41;18;Sem 2 2024
439;SULAWESI BARAT;MAMASA;BALLA;2003;BALLA SATANETEAN;351;198;12;7;2;3;23;47;151;15;44;198;7;18;23;2;44;0;36;70;34;Sem 2 2024
440;SULAWESI BARAT;MAMASA;BALLA;2004;BALLA TUMUKA;326;177;8;10;4;5;24;51;126;17;23;174;4;2;39;8;32;1;22;57;52;Sem 2 2024
441;SULAWESI BARAT;MAMASA;BALLA;2005;SEPAKUAN;348;202;3;12;9;9;33;66;136;8;25;202;1;27;34;2;40;0;41;75;20;Sem 2 2024
442;SULAWESI BARAT;MAMASA;BALLA;2006;PIDARA;170;99;9;7;3;4;27;50;49;11;25;99;0;1;47;0;9;0;7;14;28;Sem 2 2024
443;SULAWESI BARAT;MAMASA;BALLA;2007;BAMBAPUANG;162;84;3;4;2;3;3;15;69;3;11;84;0;0;9;2;17;0;10;29;17;Sem 2 2024
444;SULAWESI BARAT;MAMASA;BALLA;2008;BALLA TIMUR;78;51;1;0;1;0;6;8;43;9;9;50;2;1;8;0;6;0;11;15;5;Sem 2 2024
445;SULAWESI BARAT;MAMASA;BAMBANG;2001;MOKALLANG;127;56;1;2;0;0;0;3;53;6;14;55;1;0;3;0;8;0;22;27;8;Sem 2 2024
446;SULAWESI BARAT;MAMASA;BAMBANG;2002;MASOSO;118;61;0;0;0;0;0;0;61;3;13;61;2;0;0;0;9;1;9;18;9;Sem 2 2024
447;SULAWESI BARAT;MAMASA;BAMBANG;2003;SALUASSING;224;154;5;2;5;3;11;26;128;19;44;154;8;0;23;0;27;0;59;69;21;Sem 2 2024
448;SULAWESI BARAT;MAMASA;BAMBANG;2004;SALUBULO;132;95;4;0;5;3;11;23;72;11;28;95;1;0;17;0;22;0;21;36;23;Sem 2 2024
449;SULAWESI BARAT;MAMASA;BAMBANG;2005;SALUKADI;203;112;1;1;2;2;2;8;104;13;24;112;4;0;3;1;17;0;19;33;20;Sem 2 2024
450;SULAWESI BARAT;MAMASA;BAMBANG;2006;SALUKEPOPOK;255;170;3;2;0;0;9;14;156;12;46;167;3;1;2;3;25;0;43;61;36;Sem 2 2024
451;SULAWESI BARAT;MAMASA;BAMBANG;2007;ULUMAMBI BARAT;152;79;4;1;5;3;5;18;61;12;24;79;1;2;15;0;12;0;19;27;15;Sem 2 2024
452;SULAWESI BARAT;MAMASA;BAMBANG;2008;LIMBADEBATA;191;124;3;3;2;2;2;12;112;12;31;123;2;1;8;4;16;0;21;37;11;Sem 2 2024
453;SULAWESI BARAT;MAMASA;BAMBANG;2009;TANETE TOMBA;116;82;0;0;0;0;0;0;82;6;22;82;2;0;0;2;5;1;7;13;10;Sem 2 2024
454;SULAWESI BARAT;MAMASA;BAMBANG;2010;BAMBANG;298;168;9;8;2;5;13;37;131;20;49;168;0;2;27;3;31;2;51;71;27;Sem 2 2024
455;SULAWESI BARAT;MAMASA;BAMBANG;2011;RANTELEMO;106;66;0;0;0;0;1;1;65;9;18;64;6;0;0;1;12;0;10;20;8;Sem 2 2024
456;SULAWESI BARAT;MAMASA;BAMBANG;2012;SALUDENGEN;141;53;0;0;0;1;12;13;40;13;10;53;3;7;0;0;13;0;14;24;13;Sem 2 2024
457;SULAWESI BARAT;MAMASA;BAMBANG;2013;ULUMAMBI;177;109;9;5;6;1;4;25;84;21;27;109;0;0;12;0;23;5;42;58;38;Sem 2 2024
458;SULAWESI BARAT;MAMASA;BAMBANG;2014;BAMBANG TIMUR;200;111;0;0;1;0;2;3;108;9;27;111;2;0;3;0;17;1;17;31;15;Sem 2 2024
459;SULAWESI BARAT;MAMASA;BAMBANG;2015;MINANGA;383;211;2;2;1;4;74;83;128;23;56;211;2;1;74;1;20;2;42;56;60;Sem 2 2024
460;SULAWESI BARAT;MAMASA;BAMBANG;2016;SIKAMASE;103;66;3;2;1;0;0;6;60;13;21;66;0;3;0;0;12;1;21;28;8;Sem 2 2024
461;SULAWESI BARAT;MAMASA;BAMBANG;2017;RANTETARIMA;86;35;0;0;0;0;1;1;34;3;6;35;0;0;1;0;2;0;16;17;4;Sem 2 2024
462;SULAWESI BARAT;MAMASA;BAMBANG;2018;SALURURU;86;44;0;0;0;0;2;2;42;7;12;44;0;0;0;0;4;0;11;14;9;Sem 2 2024
463;SULAWESI BARAT;MAMASA;BAMBANG;2019;SALUTABANG;93;47;1;1;1;2;1;6;41;4;12;47;2;4;5;0;10;1;15;22;9;Sem 2 2024
464;SULAWESI BARAT;MAMASA;BAMBANG;2020;BALATANA;104;60;0;0;0;1;1;2;58;8;23;60;3;0;2;0;6;1;11;16;6;Sem 2 2024
465;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2001;BUNTUMALANGKA;291;167;3;0;2;5;17;27;140;30;32;166;2;20;0;2;30;2;47;70;35;Sem 2 2024
466;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2002;RANTEBERAN;286;176;4;2;0;3;28;37;139;32;38;174;5;2;22;0;34;3;70;88;49;Sem 2 2024
467;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2003;KEBANGA;126;82;11;4;0;1;3;19;63;20;24;82;0;18;0;0;12;1;41;44;12;Sem 2 2024
468;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2004;SALURINDU;105;75;0;0;2;1;4;7;68;5;28;75;0;2;0;1;11;0;34;37;12;Sem 2 2024
469;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2005;TAORA;126;65;0;0;0;0;3;3;62;8;14;64;0;2;0;0;14;0;21;30;3;Sem 2 2024
470;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2006;KABAE;142;94;0;0;0;0;1;1;93;17;11;94;0;1;0;0;18;0;17;30;11;Sem 2 2024
471;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2007;SALUTAMBUN BARAT;169;90;0;0;1;1;6;8;82;8;24;90;4;0;2;0;12;0;18;28;39;Sem 2 2024
472;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2008;PENATANGAN;203;153;6;3;2;0;7;18;135;35;50;153;2;14;1;5;30;11;81;95;27;Sem 2 2024
473;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2009;SALUTAMBUN TIMUR;126;75;0;2;2;0;2;6;69;11;13;74;0;4;2;0;13;1;12;23;16;Sem 2 2024
474;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2010;SALUTAMBUN;146;47;0;5;1;3;14;23;24;7;10;47;1;23;1;1;10;0;12;20;4;Sem 2 2024
475;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;2011;ARALLE TIMUR;230;147;15;13;9;3;99;139;8;27;51;145;0;137;17;3;15;1;40;49;55;Sem 2 2024
476;SULAWESI BARAT;MAMASA;MAMBI;1001;MAMBI;415;234;0;1;2;2;61;66;168;27;42;233;0;4;0;1;50;3;88;119;129;Sem 2 2024
477;SULAWESI BARAT;MAMASA;MAMBI;1002;TALIPUKKI;313;210;25;25;8;7;25;90;120;21;61;208;0;63;55;3;42;2;84;108;66;Sem 2 2024
478;SULAWESI BARAT;MAMASA;MAMBI;2004;RANTEBULAHAN;143;99;0;2;7;6;39;54;45;12;17;99;0;37;19;2;16;3;33;47;41;Sem 2 2024
479;SULAWESI BARAT;MAMASA;MAMBI;2008;SONDONGLAYU;117;86;7;1;2;3;35;48;38;13;26;86;0;33;1;0;19;2;38;49;47;Sem 2 2024
480;SULAWESI BARAT;MAMASA;MAMBI;2016;SALUBANUA;65;48;2;0;0;0;5;7;41;6;17;48;0;1;1;1;8;4;26;31;9;Sem 2 2024
481;SULAWESI BARAT;MAMASA;MAMBI;2017;TAPALINA;200;147;15;9;15;5;16;60;87;16;26;147;0;58;19;2;43;3;39;69;24;Sem 2 2024
482;SULAWESI BARAT;MAMASA;MAMBI;2019;SENDANA;290;213;3;0;8;5;59;75;138;1;43;212;0;57;14;2;40;0;73;95;54;Sem 2 2024
483;SULAWESI BARAT;MAMASA;MAMBI;2024;PAMOSEAN;114;85;18;11;3;5;10;47;38;5;20;85;0;38;25;4;13;0;34;43;22;Sem 2 2024
484;SULAWESI BARAT;MAMASA;MAMBI;2025;SELUMAKA;242;165;1;5;5;1;8;20;145;4;37;164;1;4;0;0;45;1;77;92;30;Sem 2 2024
485;SULAWESI BARAT;MAMASA;MAMBI;2026;BUJUNG MANURUNG;100;68;0;0;3;2;33;38;30;6;7;68;1;0;37;1;12;0;23;30;19;Sem 2 2024
486;SULAWESI BARAT;MAMASA;MAMBI;2027;SALU ALO;178;128;17;10;7;5;16;55;73;9;31;128;0;43;11;5;24;2;47;61;48;Sem 2 2024
487;SULAWESI BARAT;MAMASA;MAMBI;2029;INDOBANUA;94;61;1;7;1;3;17;29;32;9;13;60;0;4;26;3;11;1;19;28;20;Sem 2 2024
488;SULAWESI BARAT;MAMASA;MAMBI;2030;SALUDURIAN;189;152;13;7;9;9;23;61;91;19;34;152;0;34;32;2;33;1;54;74;40;Sem 2 2024
489;SULAWESI BARAT;MAMASA;MEHALAAN;2001;MEHALAAN;118;69;3;2;0;0;4;9;60;10;17;69;0;2;6;1;9;0;12;19;7;Sem 2 2024
490;SULAWESI BARAT;MAMASA;MEHALAAN;2002;BOTTENG;144;89;10;3;3;2;11;29;60;13;29;89;1;9;23;1;12;2;28;36;20;Sem 2 2024
491;SULAWESI BARAT;MAMASA;MEHALAAN;2003;SALUKONTA;127;80;3;2;1;2;6;14;66;9;12;80;1;2;13;1;17;0;28;36;16;Sem 2 2024
492;SULAWESI BARAT;MAMASA;MEHALAAN;2004;MESAKADA;140;90;3;3;0;1;5;12;78;18;14;90;0;0;4;0;19;0;29;40;12;Sem 2 2024
493;SULAWESI BARAT;MAMASA;MEHALAAN;2005;MEHALAAN BARAT;185;118;0;3;0;4;12;19;99;12;22;118;1;14;2;1;23;0;22;40;9;Sem 2 2024
494;SULAWESI BARAT;MAMASA;MEHALAAN;2006;SALUAHOK;131;91;0;1;5;3;27;36;55;10;12;91;0;1;33;0;17;1;33;42;12;Sem 2 2024
495;SULAWESI BARAT;MAMASA;MEHALAAN;2007;SALUBALO;92;59;1;0;1;1;2;5;54;8;14;59;0;3;3;1;12;2;15;25;11;Sem 2 2024
496;SULAWESI BARAT;MAMASA;MEHALAAN;2008;PASSEMBUK;64;54;5;3;5;1;6;20;34;3;15;54;0;9;19;0;9;0;14;20;9;Sem 2 2024
497;SULAWESI BARAT;MAMASA;MEHALAAN;2009;KONDO;63;44;4;9;4;0;6;23;21;4;16;44;0;22;22;0;15;0;22;26;6;Sem 2 2024
498;SULAWESI BARAT;MAMASA;MEHALAAN;2010;LEKO SUKAMAJU;55;38;3;4;5;3;7;22;16;2;6;38;0;22;11;0;6;1;17;19;4;Sem 2 2024
499;SULAWESI BARAT;MAMASA;MEHALAAN;2011;ULUMEA;63;37;3;0;0;0;1;4;33;1;14;37;0;4;4;0;7;0;10;13;2;Sem 2 2024
500;SULAWESI BARAT;MAMASA;MESSAWA;1001;MESSAWA;150;68;0;0;0;0;5;5;63;0;5;68;0;0;0;0;23;0;16;34;17;Sem 2 2024
501;SULAWESI BARAT;MAMASA;MESSAWA;2002;RIPPUNG;316;197;15;7;6;9;22;59;138;0;20;196;0;13;32;0;48;0;65;94;60;Sem 2 2024
502;SULAWESI BARAT;MAMASA;MESSAWA;2003;MAKUANG;272;136;4;5;2;3;6;20;116;11;27;136;0;1;16;1;33;2;44;65;19;Sem 2 2024
503;SULAWESI BARAT;MAMASA;MESSAWA;2004;SEPANG;195;99;14;29;11;7;30;91;8;2;10;98;0;88;3;1;29;0;26;48;24;Sem 2 2024
504;SULAWESI BARAT;MAMASA;MESSAWA;2005;MALIMBONG;128;67;0;0;0;0;3;3;64;2;6;67;1;3;1;5;12;0;16;29;7;Sem 2 2024
505;SULAWESI BARAT;MAMASA;MESSAWA;2006;MATANDE;150;93;0;1;1;0;1;3;90;0;10;93;0;0;0;0;19;0;23;36;4;Sem 2 2024
506;SULAWESI BARAT;MAMASA;MESSAWA;2007;SIPAI;211;122;12;6;6;1;12;37;85;12;20;121;0;13;8;2;26;2;58;72;41;Sem 2 2024
507;SULAWESI BARAT;MAMASA;MESSAWA;2008;PASMA MAMBU;146;71;0;1;2;2;4;9;62;0;1;71;0;0;4;0;15;0;26;34;12;Sem 2 2024
508;SULAWESI BARAT;MAMASA;MESSAWA;2009;TANETE BATU;165;73;0;2;0;1;4;7;66;4;4;72;0;3;1;0;23;0;16;36;13;Sem 2 2024
509;SULAWESI BARAT;MAMASA;NOSU;1001;NOSU;213;116;0;6;2;4;10;22;94;3;28;114;0;6;12;0;30;3;50;69;25;Sem 2 2024
510;SULAWESI BARAT;MAMASA;NOSU;2002;MINANGA;85;44;0;1;3;1;0;5;39;5;9;44;0;0;2;0;9;1;19;26;7;Sem 2 2024
511;SULAWESI BARAT;MAMASA;NOSU;2003;BATUPAPAN;249;120;16;3;4;3;3;29;91;0;14;120;0;4;9;1;29;0;69;82;35;Sem 2 2024
512;SULAWESI BARAT;MAMASA;NOSU;2004;MASEWWE;151;119;5;3;4;1;5;18;101;2;13;119;1;2;6;0;36;1;57;69;27;Sem 2 2024
513;SULAWESI BARAT;MAMASA;NOSU;2005;SIWI;132;54;8;4;0;0;3;15;39;7;15;54;0;10;14;0;7;1;24;30;8;Sem 2 2024
514;SULAWESI BARAT;MAMASA;NOSU;2006;MINANGA TIMUR;151;63;3;7;5;6;15;36;27;0;7;63;0;18;31;0;17;0;22;35;25;Sem 2 2024
515;SULAWESI BARAT;MAMASA;NOSU;2007;PARINDING;80;44;3;4;1;3;2;13;31;2;8;44;0;4;9;0;14;1;14;21;13;Sem 2 2024
516;SULAWESI BARAT;MAMASA;PANA;1001;PANA;173;87;1;0;1;1;4;7;80;3;16;86;0;2;4;0;21;1;33;43;11;Sem 2 2024
517;SULAWESI BARAT;MAMASA;PANA;2003;MANIPI;325;170;28;9;3;1;9;50;120;9;34;170;0;30;46;0;52;1;90;107;31;Sem 2 2024
518;SULAWESI BARAT;MAMASA;PANA;2005;MAMULLU;203;89;19;17;10;2;13;61;28;5;13;89;1;61;54;0;20;0;39;48;15;Sem 2 2024
519;SULAWESI BARAT;MAMASA;PANA;2006;SAPAN;192;80;0;1;1;0;5;7;73;6;8;80;0;0;2;1;23;0;35;46;25;Sem 2 2024
520;SULAWESI BARAT;MAMASA;PANA;2009;DATUBARINGAN;198;112;30;13;11;4;7;65;47;4;10;112;0;63;63;0;30;1;53;67;28;Sem 2 2024
521;SULAWESI BARAT;MAMASA;PANA;2010;PANURA;181;83;2;0;0;2;5;9;74;0;6;82;0;0;8;0;22;0;37;48;10;Sem 2 2024
522;SULAWESI BARAT;MAMASA;PANA;2011;TALLANG BULAWAN;160;89;3;13;5;5;8;34;55;4;14;88;0;1;33;0;27;0;45;61;11;Sem 2 2024
523;SULAWESI BARAT;MAMASA;PANA;2012;KARAKA;187;90;2;0;1;0;6;9;81;0;14;90;1;1;1;0;26;1;35;52;32;Sem 2 2024
524;SULAWESI BARAT;MAMASA;PANA;2013;ULUSALU;132;77;2;2;1;0;2;7;70;0;6;77;0;4;7;0;13;1;39;45;5;Sem 2 2024
525;SULAWESI BARAT;MAMASA;PANA;2014;WERI;129;69;0;1;0;1;2;4;65;4;14;69;0;0;2;0;16;0;34;41;4;Sem 2 2024
526;SULAWESI BARAT;MAMASA;PANA;2015;SALUTAMBUN;164;76;5;1;2;0;9;17;59;2;17;76;2;3;11;0;20;0;48;56;12;Sem 2 2024
527;SULAWESI BARAT;MAMASA;PANA;2016;SALOAN;203;116;3;0;1;1;4;9;107;9;39;116;0;7;6;0;26;1;50;59;5;Sem 2 2024
528;SULAWESI BARAT;MAMASA;PANA;2017;ULUSALU INDAH;159;78;2;1;3;0;4;10;68;8;17;78;0;1;1;0;22;0;35;46;25;Sem 2 2024
529;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2001;SALUMOKANAN;210;139;19;9;3;1;20;52;87;12;35;138;0;32;45;2;28;1;44;63;37;Sem 2 2024
530;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2003;SALUMOKANAN BARAT;260;143;19;18;8;8;9;62;81;2;35;143;0;44;21;0;26;0;48;64;34;Sem 2 2024
531;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2004;BUANGIN;233;145;17;8;6;7;5;43;102;3;34;145;1;14;28;0;33;0;48;64;31;Sem 2 2024
532;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2005;BAMBANG BUDA;300;154;6;4;6;6;9;31;123;10;30;154;0;7;20;0;31;3;23;50;28;Sem 2 2024
533;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2006;LEKO;77;43;10;7;3;3;6;29;14;1;3;43;0;9;17;0;10;0;7;15;16;Sem 2 2024
534;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2007;KIRAK;166;111;9;12;5;5;13;44;67;12;28;111;0;25;28;1;16;3;37;48;28;Sem 2 2024
535;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2008;SALUMOKANAN UTARA;241;157;16;16;11;8;5;56;101;14;25;157;0;26;37;1;25;0;58;78;31;Sem 2 2024
536;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;2009;SAMPALE;101;65;14;12;11;3;4;44;21;1;8;65;0;26;32;0;10;0;14;21;6;Sem 2 2024
537;SULAWESI BARAT;MAMASA;SESENAPADANG;2002;OROBUA;493;291;1;1;0;2;43;47;244;24;68;290;3;7;14;0;56;1;109;128;69;Sem 2 2024
538;SULAWESI BARAT;MAMASA;SESENAPADANG;2003;PALADAN;180;107;5;5;8;4;21;43;64;16;32;105;0;12;33;2;23;1;21;38;31;Sem 2 2024
539;SULAWESI BARAT;MAMASA;SESENAPADANG;2004;OROBUA TIMUR;142;63;5;5;3;2;8;23;40;8;12;63;0;0;22;0;14;0;22;29;11;Sem 2 2024
540;SULAWESI BARAT;MAMASA;SESENAPADANG;2006;RANTE PUANG;318;167;1;3;2;4;27;37;130;10;43;166;1;2;24;1;39;1;53;73;50;Sem 2 2024
541;SULAWESI BARAT;MAMASA;SESENAPADANG;2007;SATENETEAN;110;61;14;10;1;3;10;38;23;3;14;60;0;1;38;0;17;0;30;38;8;Sem 2 2024
542;SULAWESI BARAT;MAMASA;SESENAPADANG;2008;LISUAN ADA;163;93;5;6;1;4;6;22;71;7;20;93;0;2;17;1;11;0;29;36;12;Sem 2 2024
543;SULAWESI BARAT;MAMASA;SESENAPADANG;2010;OROBUA SELATAN;129;97;25;6;7;6;17;61;36;8;18;97;0;11;57;1;16;0;39;52;15;Sem 2 2024
544;SULAWESI BARAT;MAMASA;SESENAPADANG;2012;MALANGKENA PADANG;172;92;4;2;5;1;13;25;67;4;14;92;0;1;20;1;16;0;27;41;15;Sem 2 2024
545;SULAWESI BARAT;MAMASA;SESENAPADANG;2013;MALIMBONG;72;35;3;1;0;3;2;9;26;2;10;34;0;0;9;0;2;0;12;13;6;Sem 2 2024
546;SULAWESI BARAT;MAMASA;SESENAPADANG;2014;MARAMPAN OROBUA;115;53;12;2;6;0;11;31;22;3;18;52;1;1;29;0;10;1;22;28;8;Sem 2 2024
547;SULAWESI BARAT;MAMASA;SUMARORONG;1001;SUMARORONG;426;214;0;0;0;1;18;19;195;9;25;213;0;0;2;1;60;1;63;103;54;Sem 2 2024
548;SULAWESI BARAT;MAMASA;SUMARORONG;1002;TABONE;278;149;6;3;4;1;16;30;119;11;30;149;0;13;10;1;31;2;61;82;32;Sem 2 2024
549;SULAWESI BARAT;MAMASA;SUMARORONG;2003;BATANG URU;250;120;1;0;2;1;13;17;103;5;20;120;0;1;10;0;32;0;49;62;21;Sem 2 2024
550;SULAWESI BARAT;MAMASA;SUMARORONG;2004;SASAKAN;366;214;4;8;11;7;87;117;97;17;39;214;0;2;109;0;49;4;85;110;34;Sem 2 2024
551;SULAWESI BARAT;MAMASA;SUMARORONG;2005;TADISI;381;85;0;0;0;0;22;22;63;9;23;85;0;2;20;1;16;1;11;25;19;Sem 2 2024
552;SULAWESI BARAT;MAMASA;SUMARORONG;2006;SIBANAWA;262;148;8;15;7;10;11;51;97;10;30;147;0;3;38;1;30;2;68;81;36;Sem 2 2024
553;SULAWESI BARAT;MAMASA;SUMARORONG;2007;BATANGNGURU TIMUR;272;150;2;7;4;3;17;33;117;7;35;148;0;0;27;0;38;1;60;77;20;Sem 2 2024
554;SULAWESI BARAT;MAMASA;SUMARORONG;2008;SALUBALO;266;162;7;10;5;4;23;49;113;15;39;162;1;14;36;1;31;0;55;78;25;Sem 2 2024
555;SULAWESI BARAT;MAMASA;SUMARORONG;2009;BANEA;224;87;17;16;8;7;11;59;28;8;16;87;0;31;46;2;25;1;39;52;8;Sem 2 2024
556;SULAWESI BARAT;MAMASA;SUMARORONG;2010;RANTE KAMASE;401;214;4;4;1;2;18;29;185;11;45;214;0;7;12;0;57;0;73;112;42;Sem 2 2024
557;SULAWESI BARAT;MAMASA;TABANG;1001;TABANG;277;149;4;1;1;3;35;44;105;11;24;148;1;5;11;5;29;1;51;75;73;Sem 2 2024
558;SULAWESI BARAT;MAMASA;TABANG;2003;TADOKALUA;233;134;2;0;1;5;43;51;83;5;26;130;0;29;39;4;26;0;39;60;25;Sem 2 2024
559;SULAWESI BARAT;MAMASA;TABANG;2004;TABANG BARAT;472;276;3;0;1;1;129;134;142;31;54;273;2;55;85;1;62;0;94;133;103;Sem 2 2024
560;SULAWESI BARAT;MAMASA;TABANG;2005;MASUPU;167;95;6;8;11;3;10;38;57;0;8;94;5;28;11;1;23;0;31;47;8;Sem 2 2024
561;SULAWESI BARAT;MAMASA;TABANG;2006;KALAMA;146;93;20;9;10;2;11;52;41;0;6;93;0;31;31;0;12;0;50;55;24;Sem 2 2024
562;SULAWESI BARAT;MAMASA;TABANG;2007;BAKADISURA;262;174;12;4;4;0;69;89;85;18;42;173;1;7;72;2;31;3;57;79;70;Sem 2 2024
563;SULAWESI BARAT;MAMASA;TABANG;2008;SALUKONA;162;119;4;2;0;1;4;11;108;0;21;118;4;0;11;0;20;0;32;42;17;Sem 2 2024
564;SULAWESI BARAT;MAMASA;TABULAHAN;1001;LAKAHANG;531;332;19;27;31;15;107;199;133;10;47;329;1;75;150;2;78;2;92;147;36;Sem 2 2024
565;SULAWESI BARAT;MAMASA;TABULAHAN;2002;PERIANGAN;145;97;5;10;6;5;14;40;57;4;18;96;0;21;32;0;19;1;25;35;17;Sem 2 2024
566;SULAWESI BARAT;MAMASA;TABULAHAN;2003;MALATIRO;324;202;2;5;3;1;15;26;176;1;30;201;0;7;8;2;52;0;81;111;39;Sem 2 2024
567;SULAWESI BARAT;MAMASA;TABULAHAN;2004;TABULAHAN;123;70;2;8;8;8;22;48;22;8;12;69;0;48;1;0;18;0;23;35;5;Sem 2 2024
568;SULAWESI BARAT;MAMASA;TABULAHAN;2005;SALULEANG;106;50;2;1;1;3;16;23;27;0;7;50;0;7;21;1;12;0;17;23;11;Sem 2 2024
569;SULAWESI BARAT;MAMASA;TABULAHAN;2007;TAMPAK KURRA;340;250;6;9;7;7;35;64;186;16;54;250;0;15;51;0;49;1;59;92;55;Sem 2 2024
570;SULAWESI BARAT;MAMASA;TABULAHAN;2008;GANDANG DEWATA;93;44;1;3;2;2;14;22;22;0;8;44;0;3;22;1;11;0;6;17;6;Sem 2 2024
571;SULAWESI BARAT;MAMASA;TABULAHAN;2009;BURANA;211;135;3;6;7;2;24;42;93;0;16;134;0;12;38;0;37;0;47;62;19;Sem 2 2024
572;SULAWESI BARAT;MAMASA;TABULAHAN;2010;SALUBAKKA;165;121;0;0;0;0;10;10;111;8;33;121;0;1;7;1;21;2;17;38;12;Sem 2 2024
573;SULAWESI BARAT;MAMASA;TABULAHAN;2011;PANGANDARAN;231;177;12;27;20;8;24;91;86;6;18;177;0;73;90;0;46;2;21;60;27;Sem 2 2024
574;SULAWESI BARAT;MAMASA;TABULAHAN;2012;TALOPAK;103;63;0;0;2;0;21;23;40;1;6;63;0;0;22;0;14;1;11;21;6;Sem 2 2024
575;SULAWESI BARAT;MAMASA;TABULAHAN;2013;PEU';80;59;5;2;0;0;0;7;52;0;4;59;0;5;1;1;10;0;22;28;2;Sem 2 2024
576;SULAWESI BARAT;MAMASA;TABULAHAN;2014;TIMORO;93;54;0;0;0;0;7;7;47;5;4;54;0;5;1;1;13;1;15;24;5;Sem 2 2024
577;SULAWESI BARAT;MAMASA;TABULAHAN;2015;LAKAHANG UTAMA;155;110;0;2;1;2;19;24;86;1;12;110;0;1;15;0;27;0;33;50;29;Sem 2 2024
578;SULAWESI BARAT;MAMASA;TANDUK KALUA;1011;MINAKE;288;142;16;15;6;5;12;54;88;8;20;141;0;26;24;2;43;1;43;68;51;Sem 2 2024
579;SULAWESI BARAT;MAMASA;TANDUK KALUA;2001;MALABO;145;75;0;2;5;2;18;27;48;4;13;75;0;0;19;0;21;0;24;36;20;Sem 2 2024
580;SULAWESI BARAT;MAMASA;TANDUK KALUA;2005;SINDAGAMANIK;292;185;13;11;14;4;18;60;125;1;31;184;0;1;52;1;51;0;41;82;35;Sem 2 2024
581;SULAWESI BARAT;MAMASA;TANDUK KALUA;2006;PARONDOBULAWAN;263;146;7;11;8;10;35;71;75;6;24;146;0;0;67;0;36;0;47;74;28;Sem 2 2024
582;SULAWESI BARAT;MAMASA;TANDUK KALUA;2007;TAMALANTIK;308;207;34;25;14;16;46;135;72;8;51;207;0;109;71;1;45;3;55;86;40;Sem 2 2024
583;SULAWESI BARAT;MAMASA;TANDUK KALUA;2008;MANNABABA;181;88;15;15;4;4;10;48;40;3;20;88;0;13;43;0;24;0;25;37;13;Sem 2 2024
584;SULAWESI BARAT;MAMASA;TANDUK KALUA;2009;MESAKADA;232;152;13;6;3;4;6;32;120;14;26;151;1;20;14;0;26;0;51;67;22;Sem 2 2024
585;SULAWESI BARAT;MAMASA;TANDUK KALUA;2010;BALLABATU;311;213;25;31;10;6;21;93;120;16;38;213;0;28;76;1;35;0;49;72;44;Sem 2 2024
586;SULAWESI BARAT;MAMASA;TANDUK KALUA;2012;PAMBE;193;107;2;5;2;4;21;34;73;3;26;107;1;6;26;0;29;0;30;50;17;Sem 2 2024
587;SULAWESI BARAT;MAMASA;TANDUK KALUA;2013;SALURANO;165;107;5;14;8;10;21;58;49;6;11;106;0;45;44;2;24;1;27;51;30;Sem 2 2024
