;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH PASCASALIN;BERISIKO;TIDAK BERISIKO;MELAHIRKAN NORMAL;MELAHIRKAN CAESAR;KOMPLIKASI SAAT NIFAS;TIDAK KOMPLIKASI SAAT NIFAS;PENDARAHAN;HIPERTENSI;INFEKSI;KOMPLIKASI LAINNYA;MINIMAL 1 HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;TIDAK ADA YANG HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;LAHIR HIDUP SAAT DILAHIRKAN;LAHIR MENINGGAL SAAT DILAHIRKAN;KEADAAN BAYI HIDUP;KEADAAN BAYI MENINGGAL;MENDAPATKAN HIDUP;MENDAPATKAN MENINGGAL;MENGKOMSUMSI YA;TMENGKOMSUMSI TIDAK;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK KIE;MENDAPATKAN FASILITAS RUJUKAN;TIDAK MENDAPAT FASILITAS RUJUKAN;MENDAPATKAN FASILITAS BANSOS;TIDAK MENDAPAT FASILITAS BANSOS;BULAN
119;SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
120;SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
121;SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
122;SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
123;SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1;SEPTEMBER
124;SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
125;SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
126;SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;16;0;0;10;6;0;16;0;0;0;0;0;0;16;0;16;0;16;0;16;0;16;0;0;0;0;16;0;16;SEPTEMBER
127;SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;3;0;3;0;SEPTEMBER
128;SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
129;SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
130;SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;7;0;0;5;2;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;7;0;0;0;0;7;0;7;SEPTEMBER
131;SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;4;0;0;1;3;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;4;0;3;1;SEPTEMBER
132;SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;14;0;0;4;10;0;14;0;0;0;0;0;0;14;0;14;0;14;0;14;0;14;0;0;0;0;14;12;2;SEPTEMBER
133;SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;1;1;2;0;SEPTEMBER
134;SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
135;SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;7;0;0;4;3;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;7;0;0;0;0;7;2;5;SEPTEMBER
136;SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;0;3;SEPTEMBER
137;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;SEPTEMBER
138;SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
139;SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;19;0;0;13;6;0;19;0;0;0;0;0;0;19;0;19;0;19;0;19;0;15;0;0;4;0;19;0;19;SEPTEMBER
140;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;7;0;0;3;4;0;7;0;0;0;0;1;0;6;0;6;0;6;1;6;1;7;0;0;0;0;7;1;6;SEPTEMBER
141;SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
142;SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;SEPTEMBER
143;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
144;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
145;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;19;0;0;18;1;0;19;0;0;0;0;0;0;19;0;19;0;19;0;19;0;19;0;0;0;0;19;19;0;SEPTEMBER
146;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;5;0;0;3;2;0;5;0;0;0;0;0;0;5;0;5;0;0;5;0;5;5;0;0;0;5;0;2;3;SEPTEMBER
147;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
148;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
149;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;2;1;2;1;0;1;2;0;1;2;0;3;SEPTEMBER
150;SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
151;SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;0;2;SEPTEMBER
152;SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
153;SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
154;SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;1;0;3;0;3;1;1;3;SEPTEMBER
155;SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
156;SULAWESI BARAT;MAMUJU;TOMMO;MALINO;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;1;1;SEPTEMBER
157;SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
158;SULAWESI BARAT;MAMUJU;TOMMO;LELING;6;0;0;2;4;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;0;6;6;0;SEPTEMBER
159;SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
160;SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
161;SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
162;SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
163;SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
164;SULAWESI BARAT;MAJENE;BANGGAE;BANGGAE;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;4;0;SEPTEMBER
165;SULAWESI BARAT;MAJENE;BANGGAE;BARU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
166;SULAWESI BARAT;MAJENE;BANGGAE;PANGALI ALI;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;SEPTEMBER
167;SULAWESI BARAT;MAJENE;BANGGAE;TOTOLI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
168;SULAWESI BARAT;MAJENE;BANGGAE;RANGAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
169;SULAWESI BARAT;MAJENE;BANGGAE;GALUNG;8;0;0;5;3;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;8;0;5;3;SEPTEMBER
170;SULAWESI BARAT;MAJENE;BANGGAE;PALIPI SOREANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
171;SULAWESI BARAT;MAJENE;BANGGAE;PAMBOBORANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
172;SULAWESI BARAT;MAJENE;MALUNDA;MALUNDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
173;SULAWESI BARAT;MAJENE;MALUNDA;LAMUNGANG BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
174;SULAWESI BARAT;MAJENE;MALUNDA;BAMBANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
175;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
176;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
177;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;1;1;0;2;0;1;1;SEPTEMBER
178;SULAWESI BARAT;MAJENE;MALUNDA;MALIAYA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
179;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
180;SULAWESI BARAT;MAJENE;MALUNDA;SALUTAHONGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
181;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG TIMUR;8;0;0;5;3;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;0;8;8;0;SEPTEMBER
182;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA SELATAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
183;SULAWESI BARAT;MAJENE;MALUNDA;KAYUANGIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
184;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BAURUNG;16;0;0;15;1;0;16;0;0;0;0;0;0;16;0;16;0;16;0;16;0;15;0;1;0;6;10;16;0;SEPTEMBER
185;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;0;2;SEPTEMBER
186;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA DHUA;13;0;0;8;5;0;13;0;0;0;0;0;0;12;1;12;1;13;0;13;0;12;0;1;0;11;2;9;4;SEPTEMBER
187;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG;15;0;0;10;5;0;15;0;0;0;0;0;0;15;0;15;0;15;0;15;0;15;0;0;0;12;3;13;2;SEPTEMBER
188;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE;7;0;0;5;2;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;6;1;0;0;0;7;5;2;SEPTEMBER
189;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LEMBANG;25;0;0;16;9;1;24;1;0;0;0;0;0;25;0;25;0;25;0;25;0;25;0;0;0;10;15;16;9;SEPTEMBER
190;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG UTARA;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;SEPTEMBER
191;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE TIMUR;3;0;0;1;2;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;0;3;SEPTEMBER
192;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BUTTU BARUGA;9;0;0;8;1;0;9;0;0;0;0;1;0;8;0;8;0;9;0;9;0;2;0;7;0;8;1;9;0;SEPTEMBER
193;SULAWESI BARAT;MAJENE;PAMBOANG;LALAMPANUA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1;SEPTEMBER
194;SULAWESI BARAT;MAJENE;PAMBOANG;SIRINDU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
195;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;2;0;0;0;2;2;0;SEPTEMBER
196;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
197;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
198;SULAWESI BARAT;MAJENE;PAMBOANG;BETTENG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
199;SULAWESI BARAT;MAJENE;PAMBOANG;SIMBANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
200;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE UTARA;19;0;0;15;4;0;19;0;0;0;0;0;0;19;0;19;0;19;0;19;0;5;0;13;1;3;16;19;0;SEPTEMBER
201;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO UTARA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;SEPTEMBER
202;SULAWESI BARAT;MAJENE;PAMBOANG;BUTTU PAMBOANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
203;SULAWESI BARAT;MAJENE;PAMBOANG;BANUA ADOLANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
204;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG DHUA;6;0;0;5;1;0;6;0;0;0;0;1;0;5;0;5;0;6;0;5;1;3;0;2;1;6;0;5;1;SEPTEMBER
205;SULAWESI BARAT;MAJENE;PAMBOANG;TINAMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
206;SULAWESI BARAT;MAJENE;PAMBOANG;PESULOANG;8;0;0;8;0;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;1;0;7;0;0;8;8;0;SEPTEMBER
207;SULAWESI BARAT;MAJENE;PAMBOANG;BALOMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
208;SULAWESI BARAT;MAJENE;SENDANA;MOSSO;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;SEPTEMBER
209;SULAWESI BARAT;MAJENE;SENDANA;MOSSO DHUA;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;1;1;SEPTEMBER
210;SULAWESI BARAT;MAJENE;SENDANA;TOTOLISI SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
211;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
212;SULAWESI BARAT;MAJENE;SENDANA;LALATEDZONG;8;0;0;7;1;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;5;1;2;0;2;6;5;3;SEPTEMBER
213;SULAWESI BARAT;MAJENE;SENDANA;BINANGA;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;3;0;1;0;0;4;4;0;SEPTEMBER
214;SULAWESI BARAT;MAJENE;SENDANA;PUTTADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
215;SULAWESI BARAT;MAJENE;SENDANA;PAMINGGALAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
216;SULAWESI BARAT;MAJENE;SENDANA;LEPPANGANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
217;SULAWESI BARAT;MAJENE;SENDANA;PUNDAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
218;SULAWESI BARAT;MAJENE;SENDANA;SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
219;SULAWESI BARAT;MAJENE;SENDANA;BANUA SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
220;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
221;SULAWESI BARAT;MAJENE;SENDANA;LIMBORO RAMBU-RAMBU;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;SEPTEMBER
222;SULAWESI BARAT;MAJENE;SENDANA;LIMBUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
223;SULAWESI BARAT;MAJENE;SENDANA;BUKIT SAMANG;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;2;0;SEPTEMBER
224;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;SEPPONG;8;0;0;8;0;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;0;8;4;4;SEPTEMBER
225;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO;13;0;0;8;5;0;13;0;0;0;0;0;0;12;1;12;1;13;0;13;0;11;1;1;0;5;8;11;2;SEPTEMBER
226;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;ULIDANG;7;0;0;6;1;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;7;0;0;0;0;7;1;6;SEPTEMBER
227;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TALLAMBALAO;14;0;0;13;1;0;14;0;0;0;0;0;0;14;0;14;0;14;0;14;0;11;3;0;0;12;2;4;10;SEPTEMBER
228;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO UTARA;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;4;0;SEPTEMBER
229;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;MANYAMBA;14;0;0;11;3;0;14;0;0;0;0;0;0;14;0;14;0;14;0;14;0;1;0;13;0;1;13;5;9;SEPTEMBER
230;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;AWO;5;0;0;3;2;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;5;0;2;3;SEPTEMBER
231;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
232;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
233;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG UTARA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;SEPTEMBER
234;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO SELATAN;7;0;0;5;2;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;1;0;6;0;2;5;2;5;SEPTEMBER
235;SULAWESI BARAT;MAJENE;TUBO SENDANA;BONDE BONDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
236;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO TENGAH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
237;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO POANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
238;SULAWESI BARAT;MAJENE;ULUMANDA;KABIRAAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
239;SULAWESI BARAT;MAJENE;ULUMANDA;SAMBABO;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;0;SEPTEMBER
240;SULAWESI BARAT;MAJENE;ULUMANDA;TANDEALLO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
241;SULAWESI BARAT;MAJENE;ULUMANDA;ULUMANDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
242;SULAWESI BARAT;MAJENE;ULUMANDA;SALUTAMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
243;SULAWESI BARAT;MAJENE;ULUMANDA;POPENGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
244;SULAWESI BARAT;MAJENE;ULUMANDA;SULAI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
245;SULAWESI BARAT;MAJENE;ULUMANDA;PANGGALO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
246;SULAWESI BARAT;POLEWALI MANDAR;ALLU;PETOOSANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
247;SULAWESI BARAT;POLEWALI MANDAR;ALLU;MOMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
248;SULAWESI BARAT;POLEWALI MANDAR;ALLU;KALUMAMMANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SEPTEMBER
